bank_transaction_id,account_id,transaction_timestamp,transaction_date,transaction_type,debit,credit,amount,balance_after_transaction,payment_method,counterparty_name,counterparty_type,reference_number,narration,linked_sales_invoice_id,linked_purchase_invoice_id,reconciliation_status
BNK00004729,ACC-CURRENT-001,2025-02-20T14:46:27,2025-02-20,supplier_payment,148412.42,0.0,-148412.42,36805555.81,bank_transfer,Suraj Distributors 016,supplier,REF000014500,Payment to supplier,,SINV-SUP016-001212,matched
BNK00004730,ACC-CURRENT-001,2025-02-20T14:47:33,2025-02-20,customer_payment,0.0,6214.98,6214.98,36811770.79,UPI,Customer CUS000639,small_business,REF000004721,Payment received - UPI,INV-202502-007240,,matched
BNK00004731,ACC-CURRENT-001,2025-02-20T15:13:03,2025-02-20,customer_payment,0.0,3626.78,3626.78,36815397.57,UPI,Customer CUS000117,retail,REF000002424,Payment received - UPI,INV-202502-004930,,matched
BNK00004732,ACC-CURRENT-001,2025-02-20T15:39:50,2025-02-20,supplier_payment,536755.56,0.0,-536755.56,36278642.01,bank_transfer,Royal Retail 023,supplier,REF000015495,Payment to supplier,,SINV-SUP023-000755,matched
BNK00004733,ACC-CURRENT-001,2025-02-20T15:43:23,2025-02-20,supplier_payment,4485.19,0.0,-4485.19,36274156.82,bank_transfer,Metro Infotech 014,supplier,REF000014112,Payment to supplier,,SINV-SUP014-003750,matched
BNK00004734,ACC-CURRENT-001,2025-02-20T16:07:56,2025-02-20,supplier_payment,4052.73,0.0,-4052.73,36270104.09,bank_transfer,Mumbai Digital World 010,supplier,REF000013298,Payment to supplier,,SINV-SUP010-003212|SINV-SUP010-003215|SINV-SUP010-003425,partially_matched
BNK00004735,ACC-CURRENT-001,2025-02-20T17:12:25,2025-02-20,customer_payment,0.0,3716.87,3716.87,36273820.96,bank_transfer,Customer CUS000779,small_business,REF000007837,Payment received - bank_transfer,INV-202502-000860,,matched
BNK00004736,ACC-CURRENT-001,2025-02-20T17:47:27,2025-02-20,customer_payment,0.0,7879.94,7879.94,36281700.9,credit,Customer CUS000025,small_business,REF000008297,Payment received - credit,INV-202412-009705,,matched
BNK00004737,ACC-CURRENT-001,2025-02-20T17:59:47,2025-02-20,customer_payment,0.0,25731.01,25731.01,36307431.91,credit,Customer CUS000371,small_business,REF000009285,Payment received - credit,INV-202412-006962,,matched
BNK00004738,ACC-CURRENT-001,2025-02-20T18:21:48,2025-02-20,cash_deposit,0.0,27911.73,27911.73,36335343.64,cash,Self (till deposit),internal,REF000000222,Daily cash till deposit,,,unmatched
BNK00004739,ACC-CURRENT-001,2025-02-20T18:33:13,2025-02-20,customer_payment,0.0,2690.97,2690.97,36338034.61,bank_transfer,Customer CUS000794,small_business,REF000007857,Payment received - bank_transfer,INV-202502-012596,,matched
BNK00004740,ACC-CURRENT-001,2025-02-21T09:23:26,2025-02-21,card_settlement,0.0,5115.58,5115.58,36343150.19,credit_card,Payment Gateway Settlement,payment_processor,REF000001100,Card settlement batch (1 txns),,,matched
BNK00004741,ACC-CURRENT-001,2025-02-21T09:23:26,2025-02-21,bank_charges,72.59,0.0,-72.59,36343077.6,bank_fee,Bank,bank,REF000001101,Card MDR charges,,,matched
BNK00004742,ACC-CURRENT-001,2025-02-21T09:58:44,2025-02-21,card_settlement,0.0,59194.73,59194.73,36402272.33,credit_card,Payment Gateway Settlement,payment_processor,REF000001102,Card settlement batch (3 txns),,,partially_matched
BNK00004743,ACC-CURRENT-001,2025-02-21T09:58:44,2025-02-21,bank_charges,1114.25,0.0,-1114.25,36401158.08,bank_fee,Bank,bank,REF000001103,Card MDR charges,,,matched
BNK00004744,ACC-CURRENT-001,2025-02-21T10:29:38,2025-02-21,customer_payment,0.0,59359.1,59359.1,36460517.18,bank_transfer,Customer CUS000659,small_business,REF000007665,Payment received - bank_transfer,INV-202502-007979,,matched
BNK00004745,ACC-CURRENT-001,2025-02-21T12:03:51,2025-02-21,supplier_payment,39179.78,0.0,-39179.78,36421337.4,bank_transfer,Shree Digital World 018,supplier,REF000014969,Payment to supplier,,SINV-SUP018-007983,matched
BNK00004746,ACC-CURRENT-001,2025-02-21T12:45:44,2025-02-21,customer_payment,0.0,2383.28,2383.28,36423720.68,UPI,Customer CUS000259,retail,REF000002998,Payment received - UPI,INV-202502-013111,,matched
BNK00004747,ACC-CURRENT-001,2025-02-21T12:50:41,2025-02-21,customer_payment,0.0,14345.23,14345.23,36438065.91,UPI,Customer CUS000352,small_business,REF000003469,Payment received - UPI,INV-202502-009916,,matched
BNK00004748,ACC-CURRENT-001,2025-02-21T13:24:48,2025-02-21,supplier_payment,7372.96,0.0,-7372.96,36430692.95,bank_transfer,Silver Trading Co. 029,supplier,REF000016554,Payment to supplier,,SINV-SUP029-004180|SINV-SUP029-004182,partially_matched
BNK00004749,ACC-CURRENT-001,2025-02-21T13:26:54,2025-02-21,customer_payment,0.0,66740.45,66740.45,36497433.4,UPI,Customer CUS000882,retail,REF000005740,Payment received - UPI,INV-202502-003301,,matched
BNK00004750,ACC-CURRENT-001,2025-02-21T13:50:58,2025-02-21,supplier_payment,12635.46,0.0,-12635.46,36484797.94,bank_transfer,Om Traders 003,supplier,REF000011642,Payment to supplier,,SINV-SUP003-006625,matched
BNK00004751,ACC-CURRENT-001,2025-02-21T13:57:23,2025-02-21,supplier_payment,19406.52,0.0,-19406.52,36465391.42,bank_transfer,Suraj Communications 025,supplier,REF000015671,Payment to supplier,,SINV-SUP025-003591,matched
BNK00004752,ACC-CURRENT-001,2025-02-21T14:24:11,2025-02-21,customer_payment,0.0,145469.53,145469.53,36610860.95,bank_transfer,Customer CUS000474,small_business,REF000007289,Payment received - bank_transfer,INV-202502-009307,,matched
BNK00004753,ACC-CURRENT-001,2025-02-21T14:34:54,2025-02-21,supplier_payment,64412.07,0.0,-64412.07,36546448.88,bank_transfer,Om Traders 011,supplier,REF000013651,Payment to supplier,,SINV-SUP011-007369,matched
BNK00004754,ACC-CURRENT-001,2025-02-21T14:57:38,2025-02-21,customer_payment,0.0,12405.3,12405.3,36558854.18,UPI,Customer CUS000702,retail,REF000005052,Payment received - UPI,INV-202502-000112,,matched
BNK00004755,ACC-CURRENT-001,2025-02-21T15:15:46,2025-02-21,supplier_payment,2280.18,0.0,-2280.18,36556574.0,bank_transfer,Mumbai Digital World 010,supplier,REF000013299,Payment to supplier,,SINV-SUP010-002479|SINV-SUP010-003213,partially_matched
BNK00004756,ACC-CURRENT-001,2025-02-21T15:37:25,2025-02-21,customer_payment,0.0,440.62,440.62,36557014.62,UPI,Customer CUS000200,small_business,REF000002761,Payment received - UPI,INV-202502-004722,,matched
BNK00004757,ACC-CURRENT-001,2025-02-21T15:47:31,2025-02-21,customer_payment,0.0,3297.38,3297.38,36560312.0,credit,Customer CUS000129,small_business,REF000008621,Payment received - credit,INV-202501-000832,,matched
BNK00004758,ACC-CURRENT-001,2025-02-21T16:04:52,2025-02-21,supplier_payment,9192.96,0.0,-9192.96,36551119.04,bank_transfer,Sagar Mobile Point 009,supplier,REF000012885,Payment to supplier,,SINV-SUP009-006239|SINV-SUP009-006406|SINV-SUP009-009070,partially_matched
BNK00004759,ACC-CURRENT-001,2025-02-21T16:26:19,2025-02-21,supplier_payment,63910.68,0.0,-63910.68,36487208.36,bank_transfer,Royal Retail 023,supplier,REF000015496,Payment to supplier,,SINV-SUP023-003530,matched
BNK00004760,ACC-CURRENT-001,2025-02-21T16:37:31,2025-02-21,supplier_payment,735.02,0.0,-735.02,36486473.34,bank_transfer,Silver Digital World 006,supplier,REF000012377,Payment to supplier,,SINV-SUP006-006463,matched
BNK00004761,ACC-CURRENT-001,2025-02-21T16:54:28,2025-02-21,customer_payment,0.0,11463.14,11463.14,36497936.48,bank_transfer,Customer CUS000389,corporate,REF000007058,Payment received - bank_transfer,INV-202502-005836,,matched
BNK00004762,ACC-CURRENT-001,2025-02-21T17:20:43,2025-02-21,customer_payment,0.0,152180.14,152180.14,36650116.62,bank_transfer,Customer CUS000054,small_business,REF000006384,Payment received - bank_transfer,INV-202502-006990,,matched
BNK00004763,ACC-CURRENT-001,2025-02-21T19:18:36,2025-02-21,customer_payment,0.0,61590.01,61590.01,36711706.63,UPI,Customer CUS000112,small_business,REF000002391,Payment received - UPI,INV-202502-002835,,matched
BNK00004764,ACC-CURRENT-001,2025-02-22T10:25:06,2025-02-22,customer_payment,0.0,54321.92,54321.92,36766028.55,UPI,Customer CUS000295,retail,REF000003198,Payment received - UPI,INV-202502-005666,,matched
BNK00004765,ACC-CURRENT-001,2025-02-22T11:31:14,2025-02-22,supplier_payment,24897.82,0.0,-24897.82,36741130.73,bank_transfer,City Solutions 030,supplier,REF000016956,Payment to supplier,,SINV-SUP030-007644,matched
BNK00004766,ACC-CURRENT-001,2025-02-22T11:44:20,2025-02-22,supplier_payment,215150.44,0.0,-215150.44,36525980.29,bank_transfer,Suraj Distributors 016,supplier,REF000014501,Payment to supplier,,SINV-SUP016-000947,matched
BNK00004767,ACC-CURRENT-001,2025-02-22T11:52:46,2025-02-22,supplier_payment,10127.64,0.0,-10127.64,36515852.65,bank_transfer,Om Technologies 027,supplier,REF000015937,Payment to supplier,,SINV-SUP027-007638,matched
BNK00004768,ACC-CURRENT-001,2025-02-22T11:53:38,2025-02-22,customer_payment,0.0,99429.66,99429.66,36615282.31,credit,Customer CUS000090,small_business,REF000008521,Payment received - credit,INV-202501-007915|INV-202501-008375,,partially_matched
BNK00004769,ACC-CURRENT-001,2025-02-22T12:07:26,2025-02-22,customer_payment,0.0,19403.99,19403.99,36634686.3,UPI,Customer CUS000128,small_business,REF000002455,Payment received - UPI,INV-202502-003354,,matched
BNK00004770,ACC-CURRENT-001,2025-02-22T12:27:04,2025-02-22,supplier_payment,1020.94,0.0,-1020.94,36633665.36,bank_transfer,Silver Trading Co. 029,supplier,REF000016555,Payment to supplier,,SINV-SUP029-001469|SINV-SUP029-001470,partially_matched
BNK00004771,ACC-CURRENT-001,2025-02-22T13:42:36,2025-02-22,supplier_payment,4793.57,0.0,-4793.57,36628871.79,bank_transfer,Metro Infotech 014,supplier,REF000014113,Payment to supplier,,SINV-SUP014-003751,matched
BNK00004772,ACC-CURRENT-001,2025-02-22T13:48:28,2025-02-22,customer_payment,0.0,9311.17,9311.17,36638182.96,UPI,Customer CUS000802,retail,REF000005434,Payment received - UPI,INV-202502-012550,,matched
BNK00004773,ACC-CURRENT-001,2025-02-22T14:06:38,2025-02-22,customer_payment,0.0,19339.7,19339.7,36657522.66,credit,Customer CUS000846,small_business,REF000010629,Payment received - credit,INV-202501-010930,,matched
BNK00004774,ACC-CURRENT-001,2025-02-22T14:21:05,2025-02-22,supplier_payment,2086.43,0.0,-2086.43,36655436.23,bank_transfer,Sagar Mobile Point 009,supplier,REF000012886,Payment to supplier,,SINV-SUP009-008713|SINV-SUP009-009071,partially_matched
BNK00004775,ACC-CURRENT-001,2025-02-22T15:16:19,2025-02-22,customer_payment,0.0,2428.94,2428.94,36657865.17,UPI,Customer CUS000400,retail,REF000003680,Payment received - UPI,INV-202502-010139,,matched
BNK00004776,ACC-CURRENT-001,2025-02-22T15:25:34,2025-02-22,customer_payment,0.0,9805.32,9805.32,36667670.49,UPI,Customer CUS000919,retail,REF000005938,Payment received - UPI,INV-202502-013293,,matched
BNK00004777,ACC-CURRENT-001,2025-02-22T16:38:38,2025-02-22,customer_payment,0.0,1015.56,1015.56,36668686.05,UPI,Customer CUS000449,retail,REF000003904,Payment received - UPI,INV-202502-012847,,matched
BNK00004778,ACC-CURRENT-001,2025-02-22T16:39:13,2025-02-22,customer_payment,0.0,7241.34,7241.34,36675927.39,UPI,Customer CUS000519,retail,REF000004178,Payment received - UPI,INV-202502-006825,,matched
BNK00004779,ACC-CURRENT-001,2025-02-22T16:47:20,2025-02-22,supplier_payment,64125.68,0.0,-64125.68,36611801.71,bank_transfer,Royal Retail 023,supplier,REF000015497,Payment to supplier,,SINV-SUP023-003531,matched
BNK00004780,ACC-CURRENT-001,2025-02-22T17:38:01,2025-02-22,supplier_payment,13007.7,0.0,-13007.7,36598794.01,bank_transfer,Mumbai Digital World 010,supplier,REF000013300,Payment to supplier,,SINV-SUP010-003050,matched
BNK00004781,ACC-CURRENT-001,2025-02-22T17:57:04,2025-02-22,customer_payment,0.0,39119.55,39119.55,36637913.56,UPI,Customer CUS000033,retail,REF000002054,Payment received - UPI,INV-202502-005785,,matched
BNK00004782,ACC-CURRENT-001,2025-02-22T18:14:32,2025-02-22,cash_deposit,0.0,54533.31,54533.31,36692446.87,cash,Self (till deposit),internal,REF000000223,Daily cash till deposit,,,unmatched
BNK00004783,ACC-CURRENT-001,2025-02-22T19:11:15,2025-02-22,customer_payment,0.0,8191.07,8191.07,36700637.94,credit,Customer CUS000260,small_business,REF000009013,Payment received - credit,INV-202502-012352,,matched
BNK00004784,ACC-CURRENT-001,2025-02-22T19:16:17,2025-02-22,customer_payment,0.0,1069.47,1069.47,36701707.41,UPI,Customer CUS000657,retail,REF000004827,Payment received - UPI,INV-202502-010249,,matched
BNK00004785,ACC-CURRENT-001,2025-02-22T19:59:57,2025-02-22,customer_payment,0.0,5967.8,5967.8,36707675.21,bank_transfer,Customer CUS000044,corporate,REF000006357,Payment received - bank_transfer,INV-202502-005159,,matched
BNK00004786,ACC-CURRENT-001,2025-02-23T10:10:44,2025-02-23,card_settlement,0.0,9054.89,9054.89,36716730.1,credit_card,Payment Gateway Settlement,payment_processor,REF000001104,Card settlement batch (3 txns),,,partially_matched
BNK00004787,ACC-CURRENT-001,2025-02-23T10:10:44,2025-02-23,bank_charges,120.27,0.0,-120.27,36716609.83,bank_fee,Bank,bank,REF000001105,Card MDR charges,,,matched
BNK00004788,ACC-CURRENT-001,2025-02-23T10:21:43,2025-02-23,customer_payment,0.0,1661.16,1661.16,36718270.99,UPI,Customer CUS000636,retail,REF000004699,Payment received - UPI,INV-202502-011801,,matched
BNK00004789,ACC-CURRENT-001,2025-02-23T10:26:00,2025-02-23,customer_payment,0.0,32449.74,32449.74,36750720.73,bank_transfer,Customer CUS000659,small_business,REF000007666,Payment received - bank_transfer,INV-202502-010104,,matched
BNK00004790,ACC-CURRENT-001,2025-02-23T10:28:48,2025-02-23,customer_payment,0.0,1815.63,1815.63,36752536.36,UPI,Customer CUS000880,retail,REF000005738,Payment received - UPI,INV-202502-000097,,matched
BNK00004791,ACC-CURRENT-001,2025-02-23T11:02:32,2025-02-23,supplier_payment,12587.3,0.0,-12587.3,36739949.06,bank_transfer,Skyline Communications 001,supplier,REF000011151,Payment to supplier,,SINV-SUP001-008437,matched
BNK00004792,ACC-CURRENT-001,2025-02-23T11:15:55,2025-02-23,supplier_payment,894.66,0.0,-894.66,36739054.4,bank_transfer,Suraj Electronics 012,supplier,REF000013725,Payment to supplier,,SINV-SUP012-007334,matched
BNK00004793,ACC-CURRENT-001,2025-02-23T11:19:35,2025-02-23,supplier_payment,208566.9,0.0,-208566.9,36530487.5,bank_transfer,Suraj Distributors 016,supplier,REF000014502,Payment to supplier,,SINV-SUP016-000070|SINV-SUP016-000293,partially_matched
BNK00004794,ACC-CURRENT-001,2025-02-23T11:21:08,2025-02-23,supplier_payment,76580.22,0.0,-76580.22,36453907.28,bank_transfer,Shree Impex 019,supplier,REF000015108,Payment to supplier,,SINV-SUP019-005794,matched
BNK00004795,ACC-CURRENT-001,2025-02-23T12:13:46,2025-02-23,customer_payment,0.0,97680.32,97680.32,36551587.6,bank_transfer,Customer CUS000978,small_business,REF000008207,Payment received - bank_transfer,INV-202502-009282,,matched
BNK00004796,ACC-CURRENT-001,2025-02-23T12:21:15,2025-02-23,supplier_payment,258343.37,0.0,-258343.37,36293244.23,bank_transfer,Shree Technologies 002,supplier,REF000011439,Payment to supplier,,SINV-SUP002-000710|SINV-SUP002-006812,partially_matched
BNK00004797,ACC-CURRENT-001,2025-02-23T12:23:11,2025-02-23,advance_receipt,0.0,55778.94,55778.94,36349023.17,UPI,Customer advance,customer,REF000017134,Advance payment received before invoicing,,,unmatched
BNK00004798,ACC-CURRENT-001,2025-02-23T13:12:45,2025-02-23,customer_payment,0.0,1876.71,1876.71,36350899.88,UPI,Customer CUS000882,retail,REF000005741,Payment received - UPI,INV-202502-008424,,matched
BNK00004799,ACC-CURRENT-001,2025-02-23T13:30:22,2025-02-23,supplier_payment,1054.61,0.0,-1054.61,36349845.27,bank_transfer,Silver Trading Co. 029,supplier,REF000016556,Payment to supplier,,SINV-SUP029-003880,matched
BNK00004800,ACC-CURRENT-001,2025-02-23T13:48:15,2025-02-23,customer_payment,0.0,18713.97,18713.97,36368559.24,credit,Customer CUS000527,small_business,REF000009844,Payment received - credit,INV-202412-003901,,matched
BNK00004801,ACC-CURRENT-001,2025-02-23T14:37:56,2025-02-23,supplier_payment,67157.74,0.0,-67157.74,36301401.5,bank_transfer,Suraj Communications 025,supplier,REF000015672,Payment to supplier,,SINV-SUP025-001787|SINV-SUP025-003594,partially_matched
BNK00004802,ACC-CURRENT-001,2025-02-23T15:20:40,2025-02-23,supplier_payment,26714.73,0.0,-26714.73,36274686.77,bank_transfer,City Solutions 030,supplier,REF000016957,Payment to supplier,,SINV-SUP030-007646,matched
BNK00004803,ACC-CURRENT-001,2025-02-23T16:03:51,2025-02-23,customer_payment,0.0,211005.79,211005.79,36485692.56,bank_transfer,Customer CUS000927,small_business,REF000008122,Payment received - bank_transfer,INV-202502-001962,,matched
BNK00004804,ACC-CURRENT-001,2025-02-23T16:18:47,2025-02-23,supplier_payment,1986.42,0.0,-1986.42,36483706.14,bank_transfer,Silver Digital World 006,supplier,REF000012378,Payment to supplier,,SINV-SUP006-006090,matched
BNK00004805,ACC-CURRENT-001,2025-02-23T16:51:10,2025-02-23,customer_payment,0.0,10879.95,10879.95,36494586.09,bank_transfer,Customer CUS000762,small_business,REF000007810,Payment received - bank_transfer,INV-202502-003766,,matched
BNK00004806,ACC-CURRENT-001,2025-02-23T17:07:47,2025-02-23,supplier_payment,8472.28,0.0,-8472.28,36486113.81,bank_transfer,Sagar Mobile Point 009,supplier,REF000012887,Payment to supplier,,SINV-SUP009-006088|SINV-SUP009-007144|SINV-SUP009-008709|SINV-SUP009-009069,partially_matched
BNK00004807,ACC-CURRENT-001,2025-02-23T17:18:20,2025-02-23,customer_payment,0.0,1540.59,1540.59,36487654.4,credit,Customer CUS000660,small_business,REF000010220,Payment received - credit,INV-202412-002973,,matched
BNK00004808,ACC-CURRENT-001,2025-02-23T17:24:13,2025-02-23,customer_payment,0.0,264434.18,264434.18,36752088.58,credit,Customer CUS000869,small_business,REF000010727,Payment received - credit,INV-202501-013246,,matched
BNK00004809,ACC-CURRENT-001,2025-02-23T17:25:33,2025-02-23,supplier_payment,12154.94,0.0,-12154.94,36739933.64,bank_transfer,Metro Distributors 028,supplier,REF000016297,Payment to supplier,,SINV-SUP028-005634,matched
BNK00004810,ACC-CURRENT-001,2025-02-23T17:51:58,2025-02-23,customer_payment,0.0,711.22,711.22,36740644.86,UPI,Customer CUS000721,retail,REF000005096,Payment received - UPI,INV-202502-003250,,matched
BNK00004811,ACC-CURRENT-001,2025-02-23T18:10:43,2025-02-23,customer_payment,0.0,30475.26,30475.26,36771120.12,UPI,Customer CUS000589,retail,REF000004498,Payment received - UPI,INV-202502-000246,,matched
BNK00004812,ACC-CURRENT-001,2025-02-23T19:02:23,2025-02-23,customer_payment,0.0,14107.08,14107.08,36785227.2,bank_transfer,Customer CUS000639,small_business,REF000007609,Payment received - bank_transfer,INV-202502-005414,,matched
BNK00004813,ACC-CURRENT-001,2025-02-23T19:28:08,2025-02-23,customer_payment,0.0,18495.2,18495.2,36803722.4,UPI,Customer CUS000078,small_business,REF000002246,Payment received - UPI,INV-202502-013261,,matched
BNK00004814,ACC-CURRENT-001,2025-02-24T10:15:18,2025-02-24,customer_payment,0.0,357.26,357.26,36804079.66,bank_transfer,Customer CUS000576,small_business,REF000007508,Payment received - bank_transfer,INV-202502-009914,,matched
BNK00004815,ACC-CURRENT-001,2025-02-24T10:56:38,2025-02-24,card_settlement,0.0,131725.48,131725.48,36935805.14,credit_card,Payment Gateway Settlement,payment_processor,REF000001106,Card settlement batch (5 txns),,,partially_matched
BNK00004816,ACC-CURRENT-001,2025-02-24T10:56:38,2025-02-24,bank_charges,1852.01,0.0,-1852.01,36933953.13,bank_fee,Bank,bank,REF000001107,Card MDR charges,,,matched
BNK00004817,ACC-CURRENT-001,2025-02-24T11:10:55,2025-02-24,customer_payment,0.0,21957.0,21957.0,36955910.13,UPI,Customer CUS000124,retail,REF000002447,Payment received - UPI,INV-202502-008412,,matched
BNK00004818,ACC-CURRENT-001,2025-02-24T11:47:36,2025-02-24,supplier_payment,1149.08,0.0,-1149.08,36954761.05,bank_transfer,Sagar Mobile Point 009,supplier,REF000012888,Payment to supplier,,SINV-SUP009-008717,matched
BNK00004819,ACC-CURRENT-001,2025-02-24T12:15:44,2025-02-24,customer_payment,0.0,5829.43,5829.43,36960590.48,UPI,Customer CUS000135,retail,REF000002495,Payment received - UPI,INV-202502-007696,,matched
BNK00004820,ACC-CURRENT-001,2025-02-24T12:30:05,2025-02-24,customer_payment,0.0,75078.36,75078.36,37035668.84,credit,Customer CUS000087,small_business,REF000008484,Payment received - credit,INV-202501-000610,,matched
BNK00004821,ACC-CURRENT-001,2025-02-24T13:29:47,2025-02-24,customer_payment,0.0,11416.2,11416.2,37047085.04,credit,Customer CUS000699,small_business,REF000010325,Payment received - credit,INV-202502-008401,,matched
BNK00004822,ACC-CURRENT-001,2025-02-24T13:56:04,2025-02-24,customer_payment,0.0,2221.14,2221.14,37049306.18,UPI,Customer CUS000997,small_business,REF000006268,Payment received - UPI,INV-202502-011153,,matched
BNK00004823,ACC-CURRENT-001,2025-02-24T14:26:13,2025-02-24,customer_payment,0.0,318418.04,318418.04,37367724.22,bank_transfer,Customer CUS000278,small_business,REF000006865,Payment received - bank_transfer,INV-202502-009000,,matched
BNK00004824,ACC-CURRENT-001,2025-02-24T14:27:34,2025-02-24,customer_payment,0.0,2425.51,2425.51,37370149.73,bank_transfer,Customer CUS000794,small_business,REF000007858,Payment received - bank_transfer,INV-202502-001122,,matched
BNK00004825,ACC-CURRENT-001,2025-02-24T14:44:39,2025-02-24,supplier_payment,35743.71,0.0,-35743.71,37334406.02,bank_transfer,Suraj Communications 025,supplier,REF000015673,Payment to supplier,,SINV-SUP025-003592|SINV-SUP025-003593,partially_matched
BNK00004826,ACC-CURRENT-001,2025-02-24T14:54:32,2025-02-24,supplier_payment,2014.5,0.0,-2014.5,37332391.52,bank_transfer,Silver Digital World 006,supplier,REF000012379,Payment to supplier,,SINV-SUP006-006092,matched
BNK00004827,ACC-CURRENT-001,2025-02-24T15:00:00,2025-02-24,logistics,7655.43,0.0,-7655.43,37324736.09,UPI,Local Courier/Transport,vendor,REF000017013,Freight / local delivery charges,,,matched
BNK00004828,ACC-CURRENT-001,2025-02-24T15:13:42,2025-02-24,supplier_payment,2182.31,0.0,-2182.31,37322553.78,bank_transfer,Andheri Enterprises 008,supplier,REF000012585,Payment to supplier,,SINV-SUP008-005447,matched
BNK00004829,ACC-CURRENT-001,2025-02-24T15:36:19,2025-02-24,customer_payment,0.0,20319.61,20319.61,37342873.39,bank_transfer,Customer CUS000973,small_business,REF000008202,Payment received - bank_transfer,INV-202502-007158,,matched
BNK00004830,ACC-CURRENT-001,2025-02-24T15:59:28,2025-02-24,customer_payment,0.0,12417.59,12417.59,37355290.98,UPI,Customer CUS000625,retail,REF000004650,Payment received - UPI,INV-202502-009007,,matched
BNK00004831,ACC-CURRENT-001,2025-02-24T16:15:21,2025-02-24,customer_payment,0.0,23524.64,23524.64,37378815.62,UPI,Customer CUS000114,small_business,REF000002401,Payment received - UPI,INV-202502-001661,,matched
BNK00004832,ACC-CURRENT-001,2025-02-24T17:28:12,2025-02-24,supplier_payment,727.4,0.0,-727.4,37378088.22,bank_transfer,Mumbai Digital World 010,supplier,REF000013301,Payment to supplier,,SINV-SUP010-002565,matched
BNK00004833,ACC-CURRENT-001,2025-02-24T18:03:11,2025-02-24,cash_deposit,0.0,33860.87,33860.87,37411949.09,cash,Self (till deposit),internal,REF000000226,Daily cash till deposit,,,unmatched
BNK00004834,ACC-CURRENT-001,2025-02-24T18:15:29,2025-02-24,customer_payment,0.0,76826.28,76826.28,37488775.37,bank_transfer,Customer CUS000419,small_business,REF000007121,Payment received - bank_transfer,INV-202502-013724,,matched
BNK00004835,ACC-CURRENT-001,2025-02-24T18:30:36,2025-02-24,cash_deposit,0.0,97673.01,97673.01,37586448.38,cash,Self (till deposit),internal,REF000000224,Daily cash till deposit,,,unmatched
BNK00004836,ACC-CURRENT-001,2025-02-24T19:14:02,2025-02-24,cash_deposit,0.0,15469.15,15469.15,37601917.53,cash,Self (till deposit),internal,REF000000225,Daily cash till deposit,,,unmatched
BNK00004837,ACC-CURRENT-001,2025-02-25T09:00:58,2025-02-25,card_settlement,0.0,1148.07,1148.07,37603065.6,credit_card,Payment Gateway Settlement,payment_processor,REF000001108,Card settlement batch (1 txns),,,matched
BNK00004838,ACC-CURRENT-001,2025-02-25T09:00:58,2025-02-25,bank_charges,15.77,0.0,-15.77,37603049.83,bank_fee,Bank,bank,REF000001109,Card MDR charges,,,matched
BNK00004839,ACC-CURRENT-001,2025-02-25T10:23:56,2025-02-25,customer_payment,0.0,357.77,357.77,37603407.6,UPI,Customer CUS000011,retail,REF000001976,Payment received - UPI,INV-202502-009780,,matched
BNK00004840,ACC-CURRENT-001,2025-02-25T11:52:35,2025-02-25,supplier_payment,29200.72,0.0,-29200.72,37574206.88,bank_transfer,Om Traders 003,supplier,REF000011643,Payment to supplier,,SINV-SUP003-002732,matched
BNK00004841,ACC-CURRENT-001,2025-02-25T14:03:56,2025-02-25,supplier_payment,4124.66,0.0,-4124.66,37570082.22,bank_transfer,Silver Trading Co. 029,supplier,REF000016557,Payment to supplier,,SINV-SUP029-004625|SINV-SUP029-005015,partially_matched
BNK00004842,ACC-CURRENT-001,2025-02-25T14:05:14,2025-02-25,supplier_payment,54957.46,0.0,-54957.46,37515124.76,bank_transfer,Skyline Communications 001,supplier,REF000011152,Payment to supplier,,SINV-SUP001-000477|SINV-SUP001-000586|SINV-SUP001-005826,partially_matched
BNK00004843,ACC-CURRENT-001,2025-02-25T14:53:23,2025-02-25,customer_payment,0.0,37215.0,37215.0,37552339.76,credit,Customer CUS000043,small_business,REF000008335,Payment received - credit,INV-202501-005346,,matched
BNK00004844,ACC-CURRENT-001,2025-02-25T15:48:41,2025-02-25,supplier_payment,1172.22,0.0,-1172.22,37551167.54,bank_transfer,Sagar Mobile Point 009,supplier,REF000012889,Payment to supplier,,SINV-SUP009-006369,matched
BNK00004845,ACC-CURRENT-001,2025-02-25T16:24:42,2025-02-25,customer_payment,0.0,12744.83,12744.83,37563912.37,UPI,Customer CUS000614,retail,REF000004613,Payment received - UPI,INV-202502-008955,,matched
BNK00004846,ACC-CURRENT-001,2025-02-25T17:25:34,2025-02-25,supplier_payment,6221.37,0.0,-6221.37,37557691.0,bank_transfer,Om Technologies 027,supplier,REF000015938,Payment to supplier,,SINV-SUP027-002007,matched
BNK00004847,ACC-CURRENT-001,2025-02-25T17:35:12,2025-02-25,customer_payment,0.0,7917.41,7917.41,37565608.41,credit,Customer CUS000877,small_business,REF000010739,Payment received - credit,INV-202501-013818,,matched
BNK00004848,ACC-CURRENT-001,2025-02-25T17:51:16,2025-02-25,supplier_payment,783.62,0.0,-783.62,37564824.79,bank_transfer,Metro Infotech 014,supplier,REF000014114,Payment to supplier,,SINV-SUP014-003997,matched
BNK00004849,ACC-CURRENT-001,2025-02-25T18:26:38,2025-02-25,customer_payment,0.0,1160.91,1160.91,37565985.7,UPI,Customer CUS000901,retail,REF000005838,Payment received - UPI,INV-202502-010891,,matched
