inventory_transaction_id,timestamp,product_id,transaction_type,quantity_in,quantity_out,linked_purchase_id,linked_sales_id,warehouse,unit_cost,quantity_balance
INVT00017024,2025-03-31 12:37:00,PRD00020,sale,0.0,5,,TXN00007440,"Andheri East MIDC, Mumbai",18150.72516434282,0.0
INVT00018809,2025-04-01 14:38:29,PRD00020,sale,0.0,1,,TXN00009164,"Andheri East MIDC, Mumbai",18572.811757180843,0.0
INVT00035990,2025-04-03 13:00:07,PRD00020,sale,0.0,1,,TXN00025767,"Andheri East MIDC, Mumbai",18700.272089940117,0.0
INVT00000870,2025-04-03 20:57:56,PRD00020,purchase,50.0,0,PUR00000850,,"Andheri East MIDC, Mumbai",18006.35,50.0
INVT00039951,2025-04-05 11:56:56,PRD00020,sale,0.0,1,,TXN00029591,"Andheri East MIDC, Mumbai",18257.6613278241,49.0
INVT00029452,2025-04-08 16:58:26,PRD00020,sale,0.0,1,,TXN00019463,"Andheri East MIDC, Mumbai",18470.893632442792,48.0
INVT00034687,2025-04-10 19:31:32,PRD00020,sale,0.0,1,,TXN00024511,"Andheri East MIDC, Mumbai",18597.78753593513,47.0
INVT00010913,2025-04-15 18:24:07,PRD00020,sale,0.0,6,,TXN00001550,"Andheri East MIDC, Mumbai",18642.03299315396,41.0
INVT00013300,2025-04-21 15:20:35,PRD00020,sale,0.0,1,,TXN00003862,"Andheri East MIDC, Mumbai",18754.609844638333,40.0
INVT00038984,2025-04-21 18:58:36,PRD00020,sale,0.0,1,,TXN00028658,"Andheri East MIDC, Mumbai",18754.609844638333,39.0
INVT00035716,2025-04-26 15:33:34,PRD00020,sale,0.0,1,,TXN00025504,"Andheri East MIDC, Mumbai",18363.329850959777,38.0
INVT00036559,2025-04-26 18:04:06,PRD00020,sale,0.0,1,,TXN00026319,"Andheri East MIDC, Mumbai",18363.329850959777,37.0
INVT00009960,2025-04-28 19:04:56,PRD00020,sale,0.0,1,,TXN00000630,"Andheri East MIDC, Mumbai",18462.016781244467,36.0
INVT00023130,2025-05-04 15:46:28,PRD00020,sale,0.0,1,,TXN00013341,"Andheri East MIDC, Mumbai",18673.372805588806,35.0
INVT00029840,2025-05-07 10:14:52,PRD00020,sale,0.0,1,,TXN00019832,"Andheri East MIDC, Mumbai",18932.216103025115,34.0
INVT00034070,2025-05-24 12:18:59,PRD00020,sale,0.0,1,,TXN00023914,"Andheri East MIDC, Mumbai",19097.711728918624,33.0
INVT00012037,2025-05-26 16:37:23,PRD00020,sale,0.0,1,,TXN00002640,"Andheri East MIDC, Mumbai",18549.034659273737,32.0
INVT00015638,2025-05-29 18:36:09,PRD00020,sale,0.0,1,,TXN00006115,"Andheri East MIDC, Mumbai",18581.483234102965,31.0
INVT00038461,2025-05-31 12:02:18,PRD00020,sale,0.0,1,,TXN00028152,"Andheri East MIDC, Mumbai",18532.33546226325,30.0
INVT00027413,2025-06-01 18:32:04,PRD00020,sale,0.0,1,,TXN00017496,"Andheri East MIDC, Mumbai",18473.739571947546,29.0
INVT00037529,2025-06-02 19:24:30,PRD00020,sale,0.0,1,,TXN00027246,"Andheri East MIDC, Mumbai",18798.156044530297,28.0
INVT00032772,2025-06-05 10:23:52,PRD00020,sale,0.0,1,,TXN00022670,"Andheri East MIDC, Mumbai",18625.419385751957,27.0
INVT00013210,2025-06-05 11:12:51,PRD00020,sale,0.0,1,,TXN00003775,"Andheri East MIDC, Mumbai",18625.419385751957,26.0
INVT00011991,2025-06-07 19:28:48,PRD00020,sale,0.0,7,,TXN00002597,"Andheri East MIDC, Mumbai",18537.311428256377,19.0
INVT00024799,2025-06-08 19:13:54,PRD00020,sale,0.0,1,,TXN00014972,"Andheri East MIDC, Mumbai",19011.541960969193,18.0
INVT00024345,2025-06-12 18:01:02,PRD00020,sale,0.0,7,,TXN00014529,"Andheri East MIDC, Mumbai",18519.537444129615,11.0
INVT00013496,2025-06-13 12:38:24,PRD00020,sale,0.0,1,,TXN00004052,"Andheri East MIDC, Mumbai",18555.13529089918,10.0
INVT00038067,2025-06-13 13:16:26,PRD00020,sale,0.0,7,,TXN00027771,"Andheri East MIDC, Mumbai",18555.13529089918,3.0
INVT00000871,2025-06-16 08:45:39,PRD00020,purchase,20.0,0,PUR00000851,,"Andheri East MIDC, Mumbai",19168.21,23.0
INVT00026723,2025-06-18 16:35:02,PRD00020,sale,0.0,1,,TXN00016825,"Andheri East MIDC, Mumbai",18526.32467870315,22.0
INVT00031631,2025-06-23 10:35:45,PRD00020,sale,0.0,1,,TXN00021565,"Andheri East MIDC, Mumbai",18946.986484791327,21.0
INVT00017250,2025-06-23 21:27:00,PRD00020,sale,0.0,1,,TXN00007659,"Andheri East MIDC, Mumbai",18946.986484791327,20.0
INVT00034360,2025-07-06 19:58:01,PRD00020,sale,0.0,1,,TXN00024192,"Andheri East MIDC, Mumbai",18747.467369590217,19.0
INVT00021553,2025-07-11 19:34:44,PRD00020,sale,0.0,7,,TXN00011816,"Andheri East MIDC, Mumbai",18889.834680304288,12.0
INVT00036875,2025-07-12 20:53:59,PRD00020,sale,0.0,1,,TXN00026622,"Andheri East MIDC, Mumbai",18396.47516350759,11.0
INVT00032053,2025-07-14 20:35:58,PRD00020,sale,0.0,1,,TXN00021974,"Andheri East MIDC, Mumbai",18767.201760019885,10.0
INVT00034531,2025-07-20 13:34:25,PRD00020,sale,0.0,3,,TXN00024358,"Andheri East MIDC, Mumbai",18545.224910462366,7.0
INVT00036455,2025-07-20 21:08:02,PRD00020,sale,0.0,1,,TXN00026222,"Andheri East MIDC, Mumbai",18545.224910462366,6.0
INVT00037143,2025-07-23 19:48:17,PRD00020,sale,0.0,1,,TXN00026877,"Andheri East MIDC, Mumbai",18944.942968259875,5.0
INVT00012540,2025-07-28 21:26:42,PRD00020,sale,0.0,1,,TXN00003125,"Andheri East MIDC, Mumbai",18683.996467413544,4.0
INVT00039537,2025-07-31 13:55:21,PRD00020,sale,0.0,1,,TXN00029189,"Andheri East MIDC, Mumbai",18521.65746453541,3.0
INVT00000872,2025-08-03 06:09:46,PRD00020,purchase,20.0,0,PUR00000852,,"Andheri East MIDC, Mumbai",18139.15,23.0
INVT00038623,2025-08-04 11:24:54,PRD00020,sale,0.0,1,,TXN00028308,"Andheri East MIDC, Mumbai",18789.740815822915,22.0
INVT00017861,2025-08-06 11:32:32,PRD00020,sale,0.0,1,,TXN00008250,"Andheri East MIDC, Mumbai",18640.680882175606,21.0
INVT00026884,2025-08-10 10:42:45,PRD00020,sale,0.0,1,,TXN00016983,"Andheri East MIDC, Mumbai",18929.34428912889,20.0
INVT00025439,2025-08-11 11:01:21,PRD00020,sale,0.0,4,,TXN00015593,"Andheri East MIDC, Mumbai",18600.86183716618,16.0
INVT00028487,2025-08-19 10:08:57,PRD00020,sale,0.0,1,,TXN00018533,"Andheri East MIDC, Mumbai",18619.147637442147,15.0
INVT00025119,2025-08-19 16:42:37,PRD00020,sale,0.0,1,,TXN00015282,"Andheri East MIDC, Mumbai",18619.147637442147,14.0
INVT00023158,2025-08-20 13:26:09,PRD00020,sale,0.0,1,,TXN00013368,"Andheri East MIDC, Mumbai",18644.280698754377,13.0
INVT00028040,2025-08-23 12:25:40,PRD00020,sale,0.0,1,,TXN00018099,"Andheri East MIDC, Mumbai",19018.660001967888,12.0
INVT00023599,2025-08-23 13:13:34,PRD00020,sale,0.0,1,,TXN00013805,"Andheri East MIDC, Mumbai",19018.660001967888,11.0
INVT00025120,2025-08-24 00:00:00,PRD00020,sales_return,1.0,0,,TXN00015282,"Andheri East MIDC, Mumbai",18619.147637442147,12.0
INVT00021051,2025-08-24 18:32:15,PRD00020,sale,0.0,7,,TXN00011329,"Andheri East MIDC, Mumbai",18420.81038116944,5.0
INVT00013399,2025-08-26 11:44:29,PRD00020,sale,0.0,1,,TXN00003960,"Andheri East MIDC, Mumbai",18848.060336655508,4.0
INVT00000873,2025-08-27 08:45:34,PRD00020,purchase,20.0,0,PUR00000853,,"Andheri East MIDC, Mumbai",19991.35,24.0
INVT00031199,2025-08-31 16:27:46,PRD00020,sale,0.0,7,,TXN00021148,"Andheri East MIDC, Mumbai",18835.164533437684,17.0
INVT00010868,2025-09-03 18:30:53,PRD00020,sale,0.0,1,,TXN00001507,"Andheri East MIDC, Mumbai",18470.293723149472,16.0
INVT00030258,2025-09-07 11:17:12,PRD00020,sale,0.0,1,,TXN00020241,"Andheri East MIDC, Mumbai",19049.23064065009,15.0
INVT00021733,2025-09-09 11:23:56,PRD00020,sale,0.0,1,,TXN00011988,"Andheri East MIDC, Mumbai",19049.587435412996,14.0
INVT00018520,2025-09-12 19:06:07,PRD00020,sale,0.0,7,,TXN00008884,"Andheri East MIDC, Mumbai",18907.52213906953,7.0
INVT00020908,2025-09-14 18:16:22,PRD00020,sale,0.0,1,,TXN00011193,"Andheri East MIDC, Mumbai",18953.35975163409,6.0
INVT00009740,2025-09-16 19:48:16,PRD00020,sale,0.0,5,,TXN00000423,"Andheri East MIDC, Mumbai",18892.40350442137,1.0
INVT00034088,2025-09-16 20:44:22,PRD00020,sale,0.0,1,,TXN00023932,"Andheri East MIDC, Mumbai",18892.40350442137,0.0
INVT00025686,2025-09-18 12:47:12,PRD00020,sale,0.0,5,,TXN00015828,"Andheri East MIDC, Mumbai",18783.72268502336,0.0
INVT00009351,2025-09-18 18:54:20,PRD00020,sale,0.0,2,,TXN00000038,"Andheri East MIDC, Mumbai",18783.72268502336,0.0
INVT00031992,2025-09-19 12:27:38,PRD00020,sale,0.0,1,,TXN00021914,"Andheri East MIDC, Mumbai",18897.622534180326,0.0
INVT00027773,2025-09-20 18:02:29,PRD00020,sale,0.0,1,,TXN00017841,"Andheri East MIDC, Mumbai",19300.238338248164,0.0
INVT00037831,2025-09-21 17:26:56,PRD00020,sale,0.0,1,,TXN00027539,"Andheri East MIDC, Mumbai",18766.92992542871,0.0
INVT00022444,2025-09-21 19:40:29,PRD00020,sale,0.0,1,,TXN00012676,"Andheri East MIDC, Mumbai",18766.92992542871,0.0
INVT00000874,2025-09-21 20:12:57,PRD00020,purchase,20.0,0,PUR00000854,,"Andheri East MIDC, Mumbai",21020.55,20.0
INVT00037109,2025-09-24 14:21:42,PRD00020,sale,0.0,1,,TXN00026845,"Andheri East MIDC, Mumbai",18912.455866425098,19.0
INVT00038231,2025-09-25 10:02:01,PRD00020,sale,0.0,6,,TXN00027931,"Andheri East MIDC, Mumbai",19097.33340540515,13.0
INVT00014499,2025-09-25 14:03:13,PRD00020,sale,0.0,1,,TXN00005022,"Andheri East MIDC, Mumbai",19097.33340540515,12.0
INVT00009329,2025-09-26 14:51:40,PRD00020,sale,0.0,1,,TXN00000016,"Andheri East MIDC, Mumbai",18571.923600361537,11.0
INVT00040201,2025-09-27 10:48:44,PRD00020,sale,0.0,1,,TXN00029829,"Andheri East MIDC, Mumbai",18418.81207393028,10.0
INVT00015242,2025-09-28 12:48:56,PRD00020,sale,0.0,1,,TXN00005733,"Andheri East MIDC, Mumbai",18716.383957075275,9.0
INVT00018575,2025-10-04 10:59:09,PRD00020,sale,0.0,6,,TXN00008937,"Andheri East MIDC, Mumbai",18841.329757154013,3.0
INVT00028970,2025-10-04 18:07:01,PRD00020,sale,0.0,1,,TXN00018997,"Andheri East MIDC, Mumbai",18841.329757154013,2.0
INVT00000875,2025-10-06 17:34:52,PRD00020,purchase,20.0,0,PUR00000855,,"Andheri East MIDC, Mumbai",18192.34,22.0
INVT00033535,2025-10-07 16:44:18,PRD00020,sale,0.0,1,,TXN00023405,"Andheri East MIDC, Mumbai",18871.375140469823,21.0
INVT00012194,2025-10-10 12:24:47,PRD00020,sale,0.0,1,,TXN00002791,"Andheri East MIDC, Mumbai",19087.232382793612,20.0
INVT00012196,2025-10-10 12:24:47,PRD00020,sale,0.0,6,,TXN00002793,"Andheri East MIDC, Mumbai",19087.232382793612,14.0
INVT00033536,2025-10-11 00:00:00,PRD00020,sales_return,1.0,0,,TXN00023405,"Andheri East MIDC, Mumbai",18871.375140469823,15.0
INVT00024907,2025-10-12 13:23:01,PRD00020,sale,0.0,1,,TXN00015078,"Andheri East MIDC, Mumbai",18751.56305566044,14.0
INVT00027394,2025-10-12 14:47:20,PRD00020,sale,0.0,1,,TXN00017477,"Andheri East MIDC, Mumbai",18751.56305566044,13.0
INVT00031158,2025-10-12 16:49:42,PRD00020,sale,0.0,1,,TXN00021109,"Andheri East MIDC, Mumbai",18751.56305566044,12.0
INVT00030670,2025-10-14 16:43:42,PRD00020,sale,0.0,1,,TXN00020633,"Andheri East MIDC, Mumbai",19127.836564322817,11.0
INVT00020178,2025-10-15 17:40:44,PRD00020,sale,0.0,1,,TXN00010486,"Andheri East MIDC, Mumbai",19120.35250371789,10.0
INVT00011677,2025-10-16 13:52:15,PRD00020,sale,0.0,1,,TXN00002297,"Andheri East MIDC, Mumbai",18980.793924493963,9.0
INVT00023322,2025-10-16 18:39:23,PRD00020,sale,0.0,1,,TXN00013531,"Andheri East MIDC, Mumbai",18980.793924493963,8.0
INVT00023325,2025-10-16 18:39:23,PRD00020,sale,0.0,7,,TXN00013534,"Andheri East MIDC, Mumbai",18980.793924493963,1.0
INVT00015427,2025-10-16 20:16:22,PRD00020,sale,0.0,4,,TXN00005915,"Andheri East MIDC, Mumbai",18980.793924493963,0.0
INVT00035724,2025-10-16 21:27:00,PRD00020,sale,0.0,1,,TXN00025511,"Andheri East MIDC, Mumbai",18980.793924493963,0.0
INVT00000876,2025-10-20 14:34:31,PRD00020,purchase,20.0,0,PUR00000856,,"Andheri East MIDC, Mumbai",21566.12,20.0
INVT00037928,2025-10-20 21:12:12,PRD00020,sale,0.0,1,,TXN00027635,"Andheri East MIDC, Mumbai",18646.600236382128,19.0
INVT00038267,2025-10-22 19:17:55,PRD00020,sale,0.0,1,,TXN00027965,"Andheri East MIDC, Mumbai",19131.782599960872,18.0
INVT00038268,2025-10-22 19:17:55,PRD00020,sale,0.0,7,,TXN00027966,"Andheri East MIDC, Mumbai",19131.782599960872,11.0
INVT00022523,2025-10-22 20:10:36,PRD00020,sale,0.0,3,,TXN00012754,"Andheri East MIDC, Mumbai",19131.782599960872,8.0
INVT00024770,2025-10-22 20:26:40,PRD00020,sale,0.0,1,,TXN00014946,"Andheri East MIDC, Mumbai",19131.782599960872,7.0
INVT00016487,2025-10-23 12:37:07,PRD00020,sale,0.0,1,,TXN00006932,"Andheri East MIDC, Mumbai",18738.861194976114,6.0
INVT00012478,2025-10-29 18:04:00,PRD00020,sale,0.0,1,,TXN00003064,"Andheri East MIDC, Mumbai",19047.398021489673,5.0
INVT00035438,2025-10-29 18:35:31,PRD00020,sale,0.0,1,,TXN00025234,"Andheri East MIDC, Mumbai",19047.398021489673,4.0
INVT00034902,2025-10-30 13:17:04,PRD00020,sale,0.0,1,,TXN00024721,"Andheri East MIDC, Mumbai",19066.51233388025,3.0
INVT00018466,2025-10-31 11:34:07,PRD00020,sale,0.0,1,,TXN00008831,"Andheri East MIDC, Mumbai",18834.66658666723,2.0
INVT00024565,2025-10-31 14:23:18,PRD00020,sale,0.0,1,,TXN00014749,"Andheri East MIDC, Mumbai",18834.66658666723,1.0
INVT00030638,2025-11-04 10:35:59,PRD00020,sale,0.0,1,,TXN00020601,"Andheri East MIDC, Mumbai",18733.991989524784,0.0
INVT00000877,2025-11-05 10:49:09,PRD00020,purchase,20.0,0,PUR00000857,,"Andheri East MIDC, Mumbai",19995.52,20.0
INVT00040047,2025-11-06 14:13:36,PRD00020,sale,0.0,1,,TXN00029682,"Andheri East MIDC, Mumbai",18586.04661019208,19.0
INVT00026137,2025-11-17 21:27:00,PRD00020,sale,0.0,1,,TXN00016255,"Andheri East MIDC, Mumbai",19009.269194604294,18.0
INVT00019137,2025-11-23 19:33:34,PRD00020,sale,0.0,1,,TXN00009484,"Andheri East MIDC, Mumbai",18717.807447840845,17.0
INVT00015866,2025-11-24 12:55:39,PRD00020,sale,0.0,1,,TXN00006330,"Andheri East MIDC, Mumbai",19087.717761205637,16.0
INVT00025768,2025-11-25 11:32:35,PRD00020,sale,0.0,1,,TXN00015906,"Andheri East MIDC, Mumbai",19053.10131083726,15.0
INVT00017956,2025-11-27 18:22:38,PRD00020,sale,0.0,1,,TXN00008338,"Andheri East MIDC, Mumbai",19239.745516036066,14.0
INVT00022273,2025-11-30 16:12:30,PRD00020,sale,0.0,3,,TXN00012511,"Andheri East MIDC, Mumbai",19044.44460025287,11.0
INVT00036263,2025-12-03 13:12:02,PRD00020,sale,0.0,1,,TXN00026034,"Andheri East MIDC, Mumbai",18595.132478678715,10.0
INVT00026966,2025-12-05 12:58:31,PRD00020,sale,0.0,1,,TXN00017065,"Andheri East MIDC, Mumbai",19327.05694711251,9.0
INVT00017277,2025-12-06 18:29:24,PRD00020,sale,0.0,1,,TXN00007686,"Andheri East MIDC, Mumbai",18988.38213339488,8.0
INVT00024214,2025-12-19 20:58:40,PRD00020,sale,0.0,1,,TXN00014405,"Andheri East MIDC, Mumbai",19243.448171253523,7.0
INVT00013604,2025-12-20 11:24:22,PRD00020,sale,0.0,1,,TXN00004158,"Andheri East MIDC, Mumbai",19220.23962063447,6.0
INVT00010340,2025-12-29 17:43:55,PRD00020,sale,0.0,1,,TXN00000997,"Andheri East MIDC, Mumbai",19174.76219682073,5.0
INVT00020384,2026-01-03 11:40:32,PRD00020,sale,0.0,2,,TXN00010685,"Andheri East MIDC, Mumbai",18993.96449272322,3.0
INVT00025419,2026-01-05 11:14:52,PRD00020,sale,0.0,6,,TXN00015574,"Andheri East MIDC, Mumbai",19234.042359080908,0.0
INVT00000878,2026-01-05 13:57:20,PRD00020,purchase,20.0,0,PUR00000858,,"Andheri East MIDC, Mumbai",16395.61,20.0
INVT00024395,2026-01-07 14:35:06,PRD00020,sale,0.0,1,,TXN00014579,"Andheri East MIDC, Mumbai",19100.19661183057,19.0
INVT00038611,2026-01-07 14:42:24,PRD00020,sale,0.0,1,,TXN00028296,"Andheri East MIDC, Mumbai",19100.19661183057,18.0
INVT00013778,2026-01-08 11:01:01,PRD00020,sale,0.0,1,,TXN00004327,"Andheri East MIDC, Mumbai",19100.54543992079,17.0
INVT00031807,2026-01-10 10:07:55,PRD00020,sale,0.0,1,,TXN00021734,"Andheri East MIDC, Mumbai",18973.96620866554,16.0
INVT00029444,2026-01-14 12:39:25,PRD00020,sale,0.0,1,,TXN00019455,"Andheri East MIDC, Mumbai",19260.4846552627,15.0
INVT00023953,2026-01-17 15:34:40,PRD00020,sale,0.0,5,,TXN00014149,"Andheri East MIDC, Mumbai",18969.509954588848,10.0
INVT00017484,2026-01-22 13:25:14,PRD00020,sale,0.0,1,,TXN00007884,"Andheri East MIDC, Mumbai",19201.781305408727,9.0
INVT00011571,2026-01-24 10:57:30,PRD00020,sale,0.0,1,,TXN00002193,"Andheri East MIDC, Mumbai",18905.09239240084,8.0
INVT00033882,2026-01-27 17:59:37,PRD00020,sale,0.0,1,,TXN00023739,"Andheri East MIDC, Mumbai",18977.399585997417,7.0
INVT00031702,2026-02-01 18:11:05,PRD00020,sale,0.0,1,,TXN00021633,"Andheri East MIDC, Mumbai",19244.471002770297,6.0
INVT00020339,2026-02-03 11:58:08,PRD00020,sale,0.0,1,,TXN00010641,"Andheri East MIDC, Mumbai",19214.939908413522,5.0
INVT00000879,2026-02-05 00:07:05,PRD00020,purchase,20.0,0,PUR00000859,,"Andheri East MIDC, Mumbai",16898.74,25.0
INVT00018460,2026-02-07 18:45:14,PRD00020,sale,0.0,1,,TXN00008826,"Andheri East MIDC, Mumbai",19129.45881182597,24.0
INVT00031703,2026-02-11 00:00:00,PRD00020,sales_return,1.0,0,,TXN00021633,"Andheri East MIDC, Mumbai",19244.471002770297,25.0
INVT00037267,2026-02-13 15:08:32,PRD00020,sale,0.0,1,,TXN00026994,"Andheri East MIDC, Mumbai",19342.57854101314,24.0
INVT00026032,2026-03-02 14:01:41,PRD00020,sale,0.0,1,,TXN00016156,"Andheri East MIDC, Mumbai",19346.045255333986,23.0
INVT00019039,2026-03-02 16:55:42,PRD00020,sale,0.0,4,,TXN00009389,"Andheri East MIDC, Mumbai",19346.045255333986,19.0
INVT00027314,2026-03-03 11:15:02,PRD00020,sale,0.0,1,,TXN00017403,"Andheri East MIDC, Mumbai",19032.691811040182,18.0
INVT00012240,2026-03-04 21:10:21,PRD00020,sale,0.0,1,,TXN00002835,"Andheri East MIDC, Mumbai",19485.877879831216,17.0
INVT00020858,2026-03-10 13:12:30,PRD00020,sale,0.0,1,,TXN00011143,"Andheri East MIDC, Mumbai",19039.485270244495,16.0
INVT00020099,2026-03-10 20:16:46,PRD00020,sale,0.0,1,,TXN00010408,"Andheri East MIDC, Mumbai",19039.485270244495,15.0
INVT00034401,2026-03-12 19:10:12,PRD00020,sale,0.0,1,,TXN00024230,"Andheri East MIDC, Mumbai",18953.14181733933,14.0
INVT00032124,2026-03-19 15:02:00,PRD00020,sale,0.0,3,,TXN00022042,"Andheri East MIDC, Mumbai",19084.014994965113,11.0
INVT00010905,2026-03-21 20:02:08,PRD00020,sale,0.0,1,,TXN00001542,"Andheri East MIDC, Mumbai",19472.79893943581,10.0
INVT00034749,2026-03-24 18:52:49,PRD00020,sale,0.0,1,,TXN00024572,"Andheri East MIDC, Mumbai",19260.983055880475,9.0
INVT00026616,2026-03-26 12:07:28,PRD00020,sale,0.0,1,,TXN00016719,"Andheri East MIDC, Mumbai",19272.39271424777,8.0
INVT00026535,2026-03-28 13:59:47,PRD00020,sale,0.0,1,,TXN00016642,"Andheri East MIDC, Mumbai",19012.09557745745,7.0
INVT00000880,2026-03-30 07:30:30,PRD00020,purchase,20.0,0,PUR00000860,,"Andheri East MIDC, Mumbai",19776.58,27.0
INVT00023996,2026-03-30 11:12:25,PRD00020,sale,0.0,1,,TXN00014191,"Andheri East MIDC, Mumbai",19032.88876722705,26.0
INVT00016990,2026-04-04 16:27:29,PRD00020,sale,0.0,1,,TXN00007408,"Andheri East MIDC, Mumbai",19402.943996803973,25.0
INVT00037044,2026-04-04 18:17:21,PRD00020,sale,0.0,1,,TXN00026784,"Andheri East MIDC, Mumbai",19402.943996803973,24.0
INVT00022837,2026-04-04 20:21:35,PRD00020,sale,0.0,6,,TXN00013063,"Andheri East MIDC, Mumbai",19402.943996803973,18.0
INVT00010833,2026-04-05 16:45:56,PRD00020,sale,0.0,1,,TXN00001473,"Andheri East MIDC, Mumbai",19405.513874802604,17.0
INVT00013583,2026-04-06 11:58:00,PRD00020,sale,0.0,1,,TXN00004137,"Andheri East MIDC, Mumbai",19152.470290630008,16.0
INVT00020606,2026-04-11 19:13:43,PRD00020,sale,0.0,1,,TXN00010897,"Andheri East MIDC, Mumbai",19304.44779512595,15.0
INVT00028674,2026-04-12 11:10:50,PRD00020,sale,0.0,1,,TXN00018711,"Andheri East MIDC, Mumbai",19261.603545178357,14.0
INVT00020984,2026-04-17 19:02:40,PRD00020,sale,0.0,1,,TXN00011266,"Andheri East MIDC, Mumbai",19328.777906364416,13.0
INVT00012464,2026-04-18 19:12:59,PRD00020,sale,0.0,1,,TXN00003051,"Andheri East MIDC, Mumbai",19045.752770776377,12.0
INVT00028675,2026-04-19 00:00:00,PRD00020,sales_return,1.0,0,,TXN00018711,"Andheri East MIDC, Mumbai",19261.603545178357,13.0
INVT00024343,2026-04-26 13:32:46,PRD00020,sale,0.0,1,,TXN00014527,"Andheri East MIDC, Mumbai",19495.119614793763,12.0
INVT00011495,2026-04-27 10:00:00,PRD00020,sale,0.0,1,,TXN00002120,"Andheri East MIDC, Mumbai",19431.029037732857,11.0
INVT00013531,2026-04-27 15:48:13,PRD00020,sale,0.0,1,,TXN00004087,"Andheri East MIDC, Mumbai",19431.029037732857,10.0
INVT00012551,2026-05-02 13:16:57,PRD00020,sale,0.0,1,,TXN00003136,"Andheri East MIDC, Mumbai",19350.80459486629,9.0
INVT00016053,2026-05-03 19:25:46,PRD00020,sale,0.0,1,,TXN00006514,"Andheri East MIDC, Mumbai",19384.415076508132,8.0
INVT00013388,2026-05-07 12:45:16,PRD00020,sale,0.0,1,,TXN00003949,"Andheri East MIDC, Mumbai",19563.556319689404,7.0
INVT00000881,2026-05-09 00:34:47,PRD00020,purchase,1.0,0,PUR00000861,,"Andheri East MIDC, Mumbai",18775.51,8.0
INVT00000882,2026-05-10 20:29:22,PRD00020,purchase,20.0,0,PUR00000862,,"Andheri East MIDC, Mumbai",19144.35,28.0
INVT00038135,2026-05-23 10:47:41,PRD00020,sale,0.0,1,,TXN00027838,"Andheri East MIDC, Mumbai",19254.32790157224,27.0
INVT00016394,2026-05-24 11:28:37,PRD00020,sale,0.0,1,,TXN00006843,"Andheri East MIDC, Mumbai",19330.68634916514,26.0
INVT00018324,2026-06-01 19:49:48,PRD00020,sale,0.0,2,,TXN00008694,"Andheri East MIDC, Mumbai",19017.220682942872,24.0
INVT00034601,2026-06-05 19:04:27,PRD00020,sale,0.0,1,,TXN00024427,"Andheri East MIDC, Mumbai",19673.79743576171,23.0
INVT00037911,2026-06-06 14:36:12,PRD00020,sale,0.0,1,,TXN00027618,"Andheri East MIDC, Mumbai",19633.37124912113,22.0
INVT00014953,2026-06-06 19:30:30,PRD00020,sale,0.0,1,,TXN00005455,"Andheri East MIDC, Mumbai",19633.37124912113,21.0
INVT00036472,2026-06-11 20:04:27,PRD00020,sale,0.0,1,,TXN00026237,"Andheri East MIDC, Mumbai",19608.67394335384,20.0
INVT00025191,2026-06-11 21:25:37,PRD00020,sale,0.0,5,,TXN00015351,"Andheri East MIDC, Mumbai",19608.67394335384,15.0
INVT00014225,2026-06-13 20:14:24,PRD00020,sale,0.0,1,,TXN00004761,"Andheri East MIDC, Mumbai",19328.279638422657,14.0
INVT00024040,2026-06-15 18:47:59,PRD00020,sale,0.0,1,,TXN00014233,"Andheri East MIDC, Mumbai",19373.570380325655,13.0
INVT00020841,2026-06-19 10:10:46,PRD00020,sale,0.0,1,,TXN00011126,"Andheri East MIDC, Mumbai",19587.200111428265,12.0
INVT00011487,2026-06-24 20:04:19,PRD00020,sale,0.0,1,,TXN00002113,"Andheri East MIDC, Mumbai",19309.226561792486,11.0
INVT00028271,2026-06-27 13:39:18,PRD00020,sale,0.0,1,,TXN00018325,"Andheri East MIDC, Mumbai",19722.73771174784,10.0
INVT00030525,2026-06-29 16:59:29,PRD00020,sale,0.0,1,,TXN00020493,"Andheri East MIDC, Mumbai",19395.708203278413,9.0
INVT00031393,2026-06-30 10:00:00,PRD00020,sale,0.0,1,,TXN00021335,"Andheri East MIDC, Mumbai",19423.94657460149,8.0
INVT00039873,2026-06-30 12:25:41,PRD00020,sale,0.0,1,,TXN00029517,"Andheri East MIDC, Mumbai",19423.94657460149,7.0
INVT00035228,2026-06-30 18:02:00,PRD00020,sale,0.0,1,,TXN00025033,"Andheri East MIDC, Mumbai",19423.94657460149,6.0
INVT00000883,2024-07-01 00:00:00,PRD00021,stock_adjustment,69.03,0,,,"Andheri East MIDC, Mumbai",6232.14,69.03
INVT00009564,2024-07-01 10:01:13,PRD00021,sale,0.0,1,,TXN00000249,"Andheri East MIDC, Mumbai",6277.888034791362,68.03
INVT00016238,2024-07-01 13:52:32,PRD00021,sale,0.0,1,,TXN00006693,"Andheri East MIDC, Mumbai",6277.888034791362,67.03
INVT00025072,2024-07-02 13:48:26,PRD00021,sale,0.0,7,,TXN00015237,"Andheri East MIDC, Mumbai",6191.6292186781175,60.03
INVT00025140,2024-07-03 11:04:56,PRD00021,sale,0.0,1,,TXN00015301,"Andheri East MIDC, Mumbai",6130.2394775044,59.03
INVT00015921,2024-07-03 11:51:25,PRD00021,sale,0.0,1,,TXN00006383,"Andheri East MIDC, Mumbai",6130.2394775044,58.03
