product_id,sku,product_name,category,subcategory,brand,model,unit,mrp,typical_selling_price,minimum_selling_price,typical_purchase_cost,preferred_supplier_id,alternate_supplier_ids,gross_margin_target,weight_kg,volume_liters,product_lifecycle_stage,launch_date,discontinuation_date,demand_score,seasonality_profile,price_sensitivity,substitution_group,return_probability,warranty_months,slow_moving_probability,is_accessory,min_qty_per_txn,max_qty_per_txn
PRD00056,SKU-EAR-00056,Lumo Tws Earbuds LU820,earbuds,TWS,Lumo,LU820,pcs,10370.0,7777.5,6610.88,6174.09,SUP010,SUP003,0.2062,0.196,0.964,introduction,2022-11-08,,2.6147,"{1: 0.995, 2: 0.968, 3: 0.946, 4: 0.938, 5: 1.053, 6: 1.09, 7: 0.928, 8: 1.092, 9: 1.274, 10: 1.285, 11: 1.302, 12: 1.041}",0.363,earbuds:TWS,0.0432,12,0.0512,True,1,2
PRD00057,SKU-EAR-00057,Lumo Tws Earbuds LU130,earbuds,TWS,Lumo,LU130,pcs,930.0,697.5,592.88,581.23,SUP010,SUP003,0.1667,0.958,0.185,mature,2022-11-07,,0.5744,"{1: 0.996, 2: 0.905, 3: 1.089, 4: 0.964, 5: 0.951, 6: 1.1, 7: 1.044, 8: 0.909, 9: 1.14, 10: 1.131, 11: 1.275, 12: 0.914}",0.468,earbuds:TWS,0.0595,6,0.2056,True,1,2
PRD00058,SKU-EAR-00058,Zenith Neckband Earbuds ZE191,earbuds,neckband,Zenith,ZE191,pcs,910.0,682.5,580.12,557.21,SUP003,SUP010,0.1836,0.15,0.888,mature,2022-06-25,,1.9071,"{1: 0.973, 2: 0.97, 3: 1.005, 4: 1.077, 5: 0.958, 6: 1.004, 7: 0.968, 8: 1.064, 9: 1.164, 10: 1.151, 11: 1.251, 12: 1.034}",0.511,earbuds:neckband,0.0778,12,0.2565,True,1,2
PRD00059,SKU-EAR-00059,Novak Tws Earbuds NO121,earbuds,TWS,Novak,NO121,pcs,3200.0,2400.0,2040.0,1944.28,SUP010,SUP003,0.1899,10.994,0.505,mature,2023-02-11,,0.629,"{1: 0.988, 2: 1.079, 3: 0.907, 4: 1.071, 5: 0.933, 6: 1.001, 7: 0.985, 8: 0.902, 9: 1.354, 10: 1.239, 11: 1.364, 12: 0.957}",0.779,earbuds:TWS,0.0532,12,0.2267,True,1,2
PRD00060,SKU-EAR-00060,Novak Neckband Earbuds NO494,earbuds,neckband,Novak,NO494,pcs,1590.0,1359.96,1166.1,1143.24,SUP003,SUP010,0.1594,0.061,0.213,decline,2025-09-05,,1.083,"{1: 1.076, 2: 1.063, 3: 1.003, 4: 0.95, 5: 1.001, 6: 0.92, 7: 1.032, 8: 0.927, 9: 1.253, 10: 1.139, 11: 1.2, 12: 0.946}",0.497,earbuds:neckband,0.0734,6,0.0522,True,1,2
PRD00061,SKU-EAR-00061,Lumo Neckband Earbuds LU198,earbuds,neckband,Lumo,LU198,pcs,1120.0,840.0,714.0,660.23,SUP003,SUP010,0.214,0.365,0.164,mature,2023-06-23,,0.2026,"{1: 0.953, 2: 0.938, 3: 0.908, 4: 0.973, 5: 1.076, 6: 0.967, 7: 1.036, 8: 1.051, 9: 1.207, 10: 1.33, 11: 1.298, 12: 1.012}",0.787,earbuds:neckband,0.0532,6,0.2261,True,1,2
PRD00062,SKU-SPE-00062,Torque Party Speakers TO969,speakers,party,Torque,TO969,pcs,3880.0,3512.31,2985.46,2832.13,SUP023,SUP025|SUP005,0.1937,1.421,0.304,decline,2023-08-10,,1.3226,"{1: 1.0, 2: 1.018, 3: 0.9, 4: 1.071, 5: 1.022, 6: 0.926, 7: 1.063, 8: 1.043, 9: 1.367, 10: 1.272, 11: 1.392, 12: 0.983}",0.686,speakers:party,0.0451,12,0.3511,False,1,1
PRD00063,SKU-SPE-00063,Ridgeline Party Speakers RI649,speakers,party,Ridgeline,RI649,pcs,2270.0,1702.5,1447.12,1268.21,SUP025,SUP005|SUP023,0.2551,1.837,0.129,mature,2024-11-05,,0.4469,"{1: 1.001, 2: 0.986, 3: 0.922, 4: 0.931, 5: 1.068, 6: 0.997, 7: 0.91, 8: 0.903, 9: 1.293, 10: 1.213, 11: 1.353, 12: 1.059}",0.589,speakers:party,0.0356,12,0.1053,False,1,1
PRD00064,SKU-SPE-00064,Uplink Home Speakers UP302,speakers,home,Uplink,UP302,pcs,2700.0,2025.0,1721.25,1627.06,SUP025,SUP023|SUP009,0.1965,0.129,0.227,decline,2024-09-03,,1.4491,"{1: 1.001, 2: 1.081, 3: 0.937, 4: 1.095, 5: 1.062, 6: 1.072, 7: 0.997, 8: 1.067, 9: 1.25, 10: 1.368, 11: 1.207, 12: 0.961}",0.553,speakers:home,0.0349,12,0.0399,False,1,1
PRD00065,SKU-SPE-00065,Torque Portable Speakers TO140,speakers,portable,Torque,TO140,pcs,12520.0,11825.73,10051.87,9600.08,SUP005,SUP025|SUP023,0.1882,2.065,0.443,mature,2025-04-05,,0.5533,"{1: 1.077, 2: 1.09, 3: 0.988, 4: 0.957, 5: 0.926, 6: 1.0, 7: 0.944, 8: 1.087, 9: 1.171, 10: 1.207, 11: 1.234, 12: 0.94}",0.238,speakers:portable,0.0442,12,0.1696,False,1,1
PRD00066,SKU-SPE-00066,Uplink Home Speakers UP428,speakers,home,Uplink,UP428,pcs,1530.0,1147.5,975.38,942.71,SUP005,SUP025|SUP023,0.1785,0.417,0.086,decline,2023-06-23,,0.5464,"{1: 0.983, 2: 1.018, 3: 0.912, 4: 1.064, 5: 0.943, 6: 1.061, 7: 1.007, 8: 0.955, 9: 1.178, 10: 1.382, 11: 1.216, 12: 0.91}",0.229,speakers:home,0.0257,12,0.2445,False,1,1
PRD00067,SKU-KEY-00067,Aurex Membrane Keyboards AU313,keyboards,membrane,Aurex,AU313,pcs,530.0,459.1,390.24,355.75,SUP014,SUP024|SUP029,0.2251,0.089,0.231,introduction,2024-06-12,,0.2051,"{1: 1.074, 2: 1.052, 3: 1.098, 4: 1.051, 5: 1.07, 6: 1.226, 7: 1.046, 8: 1.06, 9: 1.087, 10: 1.144, 11: 1.028, 12: 1.003}",0.898,keyboards:membrane,0.0231,12,0.0256,True,1,2
PRD00068,SKU-KEY-00068,Aurex Membrane Keyboards AU780,keyboards,membrane,Aurex,AU780,pcs,7380.0,5535.0,4704.75,4047.04,SUP014,SUP024|SUP007,0.2688,0.687,0.044,growth,2023-10-31,,2.0678,"{1: 1.075, 2: 0.962, 3: 0.94, 4: 0.917, 5: 1.002, 6: 1.139, 7: 1.05, 8: 0.993, 9: 0.969, 10: 1.095, 11: 0.956, 12: 1.086}",0.413,keyboards:membrane,0.0371,12,0.211,True,1,2
PRD00069,SKU-KEY-00069,Solis Wireless Keyboards SO849,keyboards,wireless,Solis,SO849,pcs,1140.0,1029.28,874.89,782.82,SUP029,SUP014|SUP024,0.2394,0.709,0.261,decline,2024-01-07,,1.962,"{1: 1.087, 2: 0.945, 3: 1.005, 4: 1.086, 5: 1.092, 6: 1.064, 7: 0.97, 8: 1.04, 9: 0.944, 10: 1.11, 11: 0.905, 12: 0.931}",0.332,keyboards:wireless,0.0352,6,0.1932,True,1,2
PRD00070,SKU-KEY-00070,Bravado Membrane Keyboards BR285,keyboards,membrane,Bravado,BR285,pcs,1060.0,813.71,691.65,666.12,SUP014,SUP024|SUP029,0.1814,0.246,0.057,decline,2022-10-02,,0.8972,"{1: 1.054, 2: 1.026, 3: 1.008, 4: 0.906, 5: 1.045, 6: 1.16, 7: 0.954, 8: 0.966, 9: 1.087, 10: 1.179, 11: 0.995, 12: 1.024}",0.44,keyboards:membrane,0.0286,12,0.2456,True,1,2
PRD00071,SKU-KEY-00071,Aurex Wireless Keyboards AU492,keyboards,wireless,Aurex,AU492,pcs,3350.0,2526.99,2147.94,1927.77,SUP014,SUP024|SUP029,0.2371,0.556,0.047,mature,2022-11-20,,1.1614,"{1: 0.988, 2: 1.041, 3: 0.916, 4: 0.994, 5: 0.906, 6: 1.19, 7: 0.969, 8: 1.09, 9: 0.965, 10: 1.165, 11: 0.951, 12: 1.024}",0.361,keyboards:wireless,0.0273,6,0.0328,True,1,2
PRD00072,SKU-KEY-00072,Pulsar Membrane Keyboards PU117,keyboards,membrane,Pulsar,PU117,pcs,1470.0,1102.5,937.12,831.18,SUP029,SUP024|SUP014,0.2461,2.047,0.223,decline,2025-07-30,,0.1578,"{1: 0.98, 2: 0.927, 3: 0.938, 4: 0.929, 5: 1.062, 6: 1.197, 7: 1.006, 8: 0.975, 9: 1.034, 10: 1.222, 11: 1.076, 12: 1.009}",0.671,keyboards:membrane,0.0305,12,0.2828,True,1,2
PRD00073,SKU-KEY-00073,Bravado Membrane Keyboards BR463,keyboards,membrane,Bravado,BR463,pcs,2180.0,1959.25,1665.36,1490.49,SUP029,SUP014|SUP024,0.2393,0.407,0.046,decline,2024-01-18,,4.7204,"{1: 0.907, 2: 0.999, 3: 0.953, 4: 0.969, 5: 1.03, 6: 1.149, 7: 0.919, 8: 0.915, 9: 0.937, 10: 1.079, 11: 1.022, 12: 0.936}",0.327,keyboards:membrane,0.0228,6,0.1182,True,1,2
PRD00074,SKU-KEY-00074,Pulsar Mechanical Keyboards PU948,keyboards,mechanical,Pulsar,PU948,pcs,3700.0,2816.64,2394.14,2342.68,SUP014,SUP029|SUP007,0.1683,0.028,0.105,growth,2022-02-18,,0.9073,"{1: 1.004, 2: 0.939, 3: 0.915, 4: 0.94, 5: 0.911, 6: 1.067, 7: 0.999, 8: 1.03, 9: 0.917, 10: 1.136, 11: 1.016, 12: 0.947}",0.729,keyboards:mechanical,0.0232,12,0.2616,True,1,2
PRD00075,SKU-KEY-00075,Aurex Membrane Keyboards AU855,keyboards,membrane,Aurex,AU855,pcs,840.0,743.77,635.98,623.51,SUP014,SUP024|SUP007,0.1617,0.541,0.904,mature,2023-02-01,,4.6579,"{1: 1.086, 2: 0.909, 3: 1.013, 4: 1.01, 5: 0.95, 6: 1.139, 7: 0.918, 8: 1.044, 9: 0.944, 10: 1.079, 11: 0.963, 12: 1.08}",0.374,keyboards:membrane,0.0237,6,0.0275,True,1,2
PRD00076,SKU-KEY-00076,Solis Membrane Keyboards SO419,keyboards,membrane,Solis,SO419,pcs,2940.0,2205.0,1874.25,1707.69,SUP014,SUP024|SUP029,0.2255,0.118,0.063,decline,2025-11-24,,1.1805,"{1: 1.034, 2: 1.009, 3: 0.99, 4: 1.066, 5: 1.07, 6: 1.102, 7: 1.091, 8: 0.979, 9: 1.06, 10: 1.257, 11: 1.041, 12: 0.932}",0.284,keyboards:membrane,0.0252,6,0.2799,True,1,2
PRD00077,SKU-KEY-00077,Pulsar Membrane Keyboards PU791,keyboards,membrane,Pulsar,PU791,pcs,3000.0,2551.22,2168.54,2014.55,SUP014,SUP029|SUP024,0.2104,0.262,0.219,mature,2023-06-06,,0.5224,"{1: 1.023, 2: 0.915, 3: 0.936, 4: 0.92, 5: 1.053, 6: 1.227, 7: 0.937, 8: 0.944, 9: 0.965, 10: 1.171, 11: 1.024, 12: 1.037}",0.39,keyboards:membrane,0.0346,12,0.1962,True,1,2
PRD00078,SKU-KEY-00078,Bravado Wireless Keyboards BR740,keyboards,wireless,Bravado,BR740,pcs,3860.0,2895.0,2460.75,2113.82,SUP029,SUP024|SUP014,0.2698,0.355,0.071,mature,2023-03-02,,2.9886,"{1: 1.099, 2: 0.931, 3: 1.004, 4: 0.996, 5: 1.06, 6: 1.244, 7: 1.046, 8: 1.025, 9: 0.985, 10: 1.152, 11: 1.002, 12: 0.904}",0.326,keyboards:wireless,0.0297,12,0.4438,True,1,2
PRD00079,SKU-KEY-00079,Aurex Membrane Keyboards AU147,keyboards,membrane,Aurex,AU147,pcs,1750.0,1312.5,1115.62,1062.3,SUP029,SUP014|SUP024,0.1906,0.021,0.186,growth,2023-05-19,,1.4776,"{1: 1.005, 2: 0.956, 3: 1.072, 4: 0.979, 5: 1.028, 6: 1.092, 7: 0.904, 8: 0.981, 9: 1.007, 10: 1.141, 11: 1.092, 12: 1.041}",0.254,keyboards:membrane,0.0201,12,0.1388,True,1,2
PRD00080,SKU-KEY-00080,Aurex Wireless Keyboards AU908,keyboards,wireless,Aurex,AU908,pcs,3830.0,2958.1,2514.38,2439.59,SUP024,SUP014|SUP007,0.1753,0.672,0.134,growth,2025-12-29,,6.0722,"{1: 1.077, 2: 0.935, 3: 0.92, 4: 0.941, 5: 1.061, 6: 1.059, 7: 1.023, 8: 1.049, 9: 1.05, 10: 1.079, 11: 0.912, 12: 0.99}",0.234,keyboards:wireless,0.031,6,0.1084,True,1,2
PRD00081,SKU-KEY-00081,Bravado Membrane Keyboards BR174,keyboards,membrane,Bravado,BR174,pcs,500.0,404.16,343.54,292.16,SUP014,SUP029|SUP007,0.2771,3.3,0.268,growth,2024-10-31,,0.5068,"{1: 1.046, 2: 1.055, 3: 0.913, 4: 0.934, 5: 0.977, 6: 1.235, 7: 1.007, 8: 1.031, 9: 1.057, 10: 1.225, 11: 0.995, 12: 1.002}",0.061,keyboards:membrane,0.0311,6,0.1426,True,1,2
PRD00082,SKU-KEY-00082,Zenith Membrane Keyboards ZE234,keyboards,membrane,Zenith,ZE234,pcs,720.0,578.15,491.43,448.82,SUP014,SUP024|SUP029,0.2237,0.077,3.177,discontinued,2026-01-20,2026-03-27,3.0915,"{1: 1.051, 2: 1.1, 3: 0.996, 4: 1.061, 5: 1.072, 6: 1.084, 7: 0.908, 8: 0.981, 9: 1.071, 10: 1.101, 11: 1.04, 12: 0.901}",0.421,keyboards:membrane,0.0337,12,0.0673,True,1,2
PRD00083,SKU-KEY-00083,Zenith Mechanical Keyboards ZE993,keyboards,mechanical,Zenith,ZE993,pcs,2630.0,1972.5,1676.62,1636.94,SUP029,SUP014|SUP007,0.1701,0.622,1.681,mature,2022-07-07,,3.2259,"{1: 0.925, 2: 1.011, 3: 0.969, 4: 1.088, 5: 1.025, 6: 1.155, 7: 1.06, 8: 0.952, 9: 1.064, 10: 1.036, 11: 1.024, 12: 1.087}",0.33,keyboards:mechanical,0.0343,6,0.0428,True,1,2
PRD00084,SKU-MIC-00084,Delta Wave Gaming Mice DE754,mice,gaming,Delta Wave,DE754,pcs,3520.0,3149.4,2676.99,2501.86,SUP019,,0.2056,0.112,0.447,mature,2024-01-19,,0.2044,"{1: 1.032, 2: 1.096, 3: 1.049, 4: 0.924, 5: 0.995, 6: 1.17, 7: 0.929, 8: 0.986, 9: 0.957, 10: 1.062, 11: 1.002, 12: 0.933}",0.815,mice:gaming,0.0249,12,0.255,True,1,2
PRD00085,SKU-MIC-00085,Delta Wave Gaming Mice DE387,mice,gaming,Delta Wave,DE387,pcs,510.0,382.5,325.12,288.4,SUP019,,0.246,3.672,0.422,growth,2022-02-05,,1.4397,"{1: 0.931, 2: 1.056, 3: 1.06, 4: 1.049, 5: 0.904, 6: 1.098, 7: 0.994, 8: 1.019, 9: 1.084, 10: 1.121, 11: 1.075, 12: 0.933}",0.053,mice:gaming,0.0236,12,0.457,True,1,2
PRD00086,SKU-MIC-00086,Corvex Wireless Mice CO943,mice,wireless,Corvex,CO943,pcs,250.0,227.48,193.36,170.27,SUP019,,0.2515,0.279,0.039,mature,2021-07-26,,4.4311,"{1: 1.08, 2: 1.066, 3: 0.974, 4: 1.015, 5: 1.013, 6: 1.226, 7: 0.947, 8: 0.959, 9: 0.96, 10: 1.044, 11: 0.963, 12: 1.076}",0.762,mice:wireless,0.0206,12,0.2322,True,1,2
PRD00087,SKU-MIC-00087,Ionix Wired Mice IO857,mice,wired,Ionix,IO857,pcs,5520.0,5096.93,4332.39,3713.23,SUP019,,0.2715,2.582,0.723,mature,2023-01-05,,2.1572,"{1: 0.93, 2: 0.933, 3: 1.032, 4: 1.098, 5: 0.947, 6: 1.243, 7: 0.956, 8: 1.03, 9: 0.908, 10: 1.149, 11: 1.031, 12: 1.007}",0.082,mice:wired,0.0394,6,0.1527,True,1,2
PRD00088,SKU-MIC-00088,Pulsar Wired Mice PU458,mice,wired,Pulsar,PU458,pcs,610.0,471.84,401.06,335.66,SUP019,,0.2886,0.205,0.385,decline,2025-09-29,,1.8382,"{1: 1.071, 2: 1.054, 3: 0.904, 4: 0.991, 5: 1.024, 6: 1.141, 7: 0.926, 8: 0.979, 9: 0.982, 10: 1.078, 11: 1.051, 12: 0.964}",0.272,mice:wired,0.0296,12,0.0504,True,1,2
PRD00089,SKU-MIC-00089,Delta Wave Gaming Mice DE368,mice,gaming,Delta Wave,DE368,pcs,2830.0,2283.98,1941.38,1794.44,SUP019,,0.2143,0.128,0.42,mature,2021-08-24,,3.1165,"{1: 1.031, 2: 0.996, 3: 1.001, 4: 0.918, 5: 1.033, 6: 1.234, 7: 0.928, 8: 0.973, 9: 0.91, 10: 1.042, 11: 1.098, 12: 0.999}",0.178,mice:gaming,0.0354,12,0.1051,True,1,2
PRD00090,SKU-MIC-00090,Torque Wired Mice TO528,mice,wired,Torque,TO528,pcs,250.0,201.5,171.28,146.17,SUP019,,0.2746,2.623,0.731,introduction,2024-11-08,,1.6841,"{1: 1.032, 2: 1.051, 3: 0.907, 4: 1.011, 5: 1.015, 6: 1.105, 7: 1.075, 8: 0.933, 9: 0.973, 10: 1.23, 11: 0.938, 12: 1.064}",0.316,mice:wired,0.0363,12,0.3716,True,1,2
PRD00091,SKU-MIC-00091,Corvex Gaming Mice CO704,mice,gaming,Corvex,CO704,pcs,2880.0,2289.06,1945.7,1714.95,SUP019,,0.2508,0.839,0.11,mature,2026-04-09,,1.2065,"{1: 0.979, 2: 1.025, 3: 1.085, 4: 1.097, 5: 1.03, 6: 1.196, 7: 0.964, 8: 1.071, 9: 0.944, 10: 1.059, 11: 1.095, 12: 1.073}",0.354,mice:gaming,0.0236,12,0.1722,True,1,2
PRD00092,SKU-MIC-00092,Delta Wave Wireless Mice DE600,mice,wireless,Delta Wave,DE600,pcs,1270.0,1086.47,923.5,858.15,SUP019,,0.2102,0.512,0.1,mature,2023-09-10,,1.7435,"{1: 0.965, 2: 0.954, 3: 1.03, 4: 0.911, 5: 0.968, 6: 1.194, 7: 0.935, 8: 0.944, 9: 0.94, 10: 1.035, 11: 0.995, 12: 0.908}",0.572,mice:wireless,0.0255,6,0.3099,True,1,2
PRD00093,SKU-MIC-00093,Corvex Wireless Mice CO821,mice,wireless,Corvex,CO821,pcs,370.0,277.5,235.88,222.72,SUP019,,0.1974,0.746,0.47,mature,2023-09-18,,0.3494,"{1: 1.062, 2: 0.968, 3: 1.075, 4: 0.955, 5: 0.932, 6: 1.105, 7: 0.907, 8: 0.956, 9: 1.032, 10: 1.068, 11: 0.922, 12: 0.926}",0.423,mice:wireless,0.0316,6,0.0773,True,1,2
PRD00094,SKU-MIC-00094,Delta Wave Gaming Mice DE795,mice,gaming,Delta Wave,DE795,pcs,1120.0,880.72,748.61,692.04,SUP019,,0.2142,1.348,1.995,mature,2025-01-28,,0.3998,"{1: 0.975, 2: 0.927, 3: 0.959, 4: 0.917, 5: 0.986, 6: 1.073, 7: 0.969, 8: 1.059, 9: 0.949, 10: 1.176, 11: 1.08, 12: 1.013}",0.638,mice:gaming,0.0289,6,0.3652,True,1,2
PRD00095,SKU-ROU-00095,Zolt Enterprise Routers ZO712,routers,enterprise,Zolt,ZO712,pcs,1040.0,780.0,689.69,676.17,SUP008,SUP028|SUP029,0.1331,0.284,0.117,mature,2024-03-16,,1.1654,"{1: 1.085, 2: 1.009, 3: 0.983, 4: 1.098, 5: 0.913, 6: 1.086, 7: 1.0, 8: 1.001, 9: 1.084, 10: 1.001, 11: 0.988, 12: 0.954}",0.741,routers:enterprise,0.0233,12,0.2746,False,1,1
PRD00096,SKU-ROU-00096,Griplex Home Routers GR115,routers,home,Griplex,GR115,pcs,920.0,690.0,614.07,602.03,SUP008,SUP028|SUP029,0.1275,0.09,0.067,mature,2023-09-10,,2.8849,"{1: 0.955, 2: 1.091, 3: 0.963, 4: 0.936, 5: 0.938, 6: 0.996, 7: 1.069, 8: 1.052, 9: 0.987, 10: 0.942, 11: 0.909, 12: 0.993}",0.287,routers:home,0.0425,12,0.2602,False,1,1
PRD00097,SKU-ROU-00097,Zolt Home Routers ZO712,routers,home,Zolt,ZO712,pcs,4120.0,3090.0,2626.5,2428.55,SUP028,SUP008|SUP029,0.2141,0.249,0.386,mature,2025-12-08,,0.601,"{1: 1.082, 2: 1.019, 3: 0.96, 4: 1.036, 5: 1.048, 6: 0.966, 7: 1.065, 8: 0.915, 9: 0.902, 10: 0.925, 11: 0.931, 12: 1.076}",0.849,routers:home,0.0323,24,0.0321,False,1,1
PRD00098,SKU-ROU-00098,Lumo Mesh Routers LU484,routers,mesh,Lumo,LU484,pcs,9190.0,6892.5,6044.92,5926.39,SUP028,SUP008|SUP029,0.1402,0.512,1.501,discontinued,2022-03-03,2024-06-15,4.5428,"{1: 0.989, 2: 1.027, 3: 0.987, 4: 0.949, 5: 1.039, 6: 1.017, 7: 1.004, 8: 1.011, 9: 0.944, 10: 1.036, 11: 0.978, 12: 0.973}",0.845,routers:mesh,0.0466,12,0.2291,False,1,1
PRD00099,SKU-ROU-00099,Ionix Home Routers IO197,routers,home,Ionix,IO197,pcs,2930.0,2370.13,2014.61,1848.77,SUP028,SUP008|SUP029,0.22,0.933,0.193,mature,2024-11-29,,0.4486,"{1: 1.042, 2: 1.014, 3: 1.076, 4: 0.924, 5: 1.036, 6: 0.943, 7: 0.924, 8: 0.993, 9: 0.977, 10: 1.088, 11: 0.965, 12: 1.063}",0.343,routers:home,0.0438,24,0.126,False,1,1
PRD00100,SKU-ROU-00100,Ionix Mesh Routers IO526,routers,mesh,Ionix,IO526,pcs,2500.0,2298.29,2012.29,1972.83,SUP028,SUP008|SUP029,0.1416,0.151,0.06,mature,2024-10-01,,3.687,"{1: 1.019, 2: 1.097, 3: 1.006, 4: 1.06, 5: 1.019, 6: 1.057, 7: 1.031, 8: 1.038, 9: 0.946, 10: 1.048, 11: 0.948, 12: 1.096}",0.571,routers:mesh,0.0417,24,0.2125,False,1,1
PRD00101,SKU-ROU-00101,Novak Home Routers NO730,routers,home,Novak,NO730,pcs,3860.0,2895.0,2526.59,2477.05,SUP028,SUP008|SUP029,0.1444,0.1,0.361,introduction,2022-04-12,,0.278,"{1: 1.083, 2: 1.082, 3: 0.945, 4: 0.962, 5: 0.932, 6: 0.961, 7: 0.967, 8: 1.027, 9: 0.938, 10: 1.084, 11: 0.921, 12: 0.901}",0.414,routers:home,0.0462,24,0.1519,False,1,1
PRD00102,SKU-POW-00102,Pulsar Compact Power Banks PU283,power_banks,compact,Pulsar,PU283,pcs,2470.0,1852.5,1574.62,1527.19,SUP019,SUP003|SUP030,0.1756,0.087,0.073,mature,2024-06-04,,1.6541,"{1: 0.909, 2: 1.005, 3: 1.023, 4: 1.081, 5: 1.241, 6: 0.938, 7: 1.077, 8: 1.053, 9: 0.948, 10: 1.07, 11: 0.963, 12: 0.98}",0.628,power_banks:compact,0.0397,12,0.1214,True,1,2
PRD00103,SKU-POW-00103,Griplex Compact Power Banks GR902,power_banks,compact,Griplex,GR902,pcs,1710.0,1507.81,1283.22,1258.06,SUP030,SUP019|SUP003,0.1656,0.136,0.155,mature,2023-07-27,,0.2388,"{1: 0.955, 2: 1.001, 3: 0.959, 4: 1.114, 5: 1.139, 6: 1.001, 7: 1.097, 8: 0.945, 9: 0.998, 10: 1.069, 11: 0.97, 12: 1.043}",0.701,power_banks:compact,0.0343,12,0.2937,True,1,2
PRD00104,SKU-POW-00104,Griplex High-Capacity Power Banks GR474,power_banks,high-capacity,Griplex,GR474,pcs,3920.0,3678.95,3127.11,2988.19,SUP019,SUP003|SUP030,0.1878,0.252,0.657,discontinued,2021-08-10,2024-05-11,1.2595,"{1: 0.99, 2: 0.933, 3: 0.958, 4: 1.152, 5: 1.227, 6: 0.934, 7: 1.022, 8: 1.051, 9: 1.087, 10: 1.062, 11: 1.085, 12: 1.02}",0.561,power_banks:high-capacity,0.0469,6,0.1219,True,1,2
PRD00105,SKU-POW-00105,Drift High-Capacity Power Banks DR596,power_banks,high-capacity,Drift,DR596,pcs,550.0,417.11,354.54,330.71,SUP019,SUP025|SUP004,0.2071,1.458,0.286,growth,2024-09-26,,0.718,"{1: 0.964, 2: 1.086, 3: 0.966, 4: 1.227, 5: 1.241, 6: 0.997, 7: 1.079, 8: 0.955, 9: 1.032, 10: 1.055, 11: 0.995, 12: 0.943}",0.548,power_banks:high-capacity,0.0312,6,0.0702,True,1,2
PRD00106,SKU-POW-00106,Griplex High-Capacity Power Banks GR536,power_banks,high-capacity,Griplex,GR536,pcs,660.0,645.1,548.34,513.52,SUP019,SUP003|SUP004,0.204,0.98,0.153,growth,2026-02-11,,0.6627,"{1: 1.001, 2: 1.006, 3: 1.032, 4: 1.124, 5: 1.036, 6: 1.035, 7: 0.911, 8: 1.073, 9: 0.905, 10: 1.157, 11: 1.079, 12: 1.014}",0.703,power_banks:high-capacity,0.0314,12,0.1064,True,1,2
PRD00107,SKU-POW-00107,Pulsar Compact Power Banks PU409,power_banks,compact,Pulsar,PU409,pcs,2620.0,2260.13,1921.11,1761.6,SUP019,SUP030|SUP004,0.2206,0.383,0.133,growth,2024-08-24,,3.5304,"{1: 0.99, 2: 0.975, 3: 0.908, 4: 1.102, 5: 1.063, 6: 0.92, 7: 1.012, 8: 0.92, 9: 0.921, 10: 1.146, 11: 0.988, 12: 0.928}",0.696,power_banks:compact,0.0435,6,0.1297,True,1,2
PRD00108,SKU-POW-00108,Pulsar Compact Power Banks PU783,power_banks,compact,Pulsar,PU783,pcs,1980.0,1549.5,1317.08,1279.98,SUP019,SUP003|SUP025,0.1739,0.616,0.251,mature,2024-12-30,,2.6516,"{1: 0.996, 2: 0.912, 3: 0.952, 4: 1.22, 5: 1.208, 6: 1.075, 7: 1.02, 8: 0.985, 9: 0.985, 10: 1.08, 11: 1.03, 12: 1.017}",0.05,power_banks:compact,0.0453,6,0.4777,True,1,2
PRD00109,SKU-CHA-00109,Corvex Car Chargers CO700,chargers,car,Corvex,CO700,pcs,1660.0,1245.0,1058.25,887.03,SUP001,SUP021|SUP026,0.2875,0.486,0.187,mature,2021-11-09,,3.513,"{1: 1.028, 2: 0.969, 3: 0.979, 4: 0.908, 5: 1.084, 6: 0.981, 7: 0.966, 8: 0.917, 9: 1.232, 10: 1.287, 11: 1.09, 12: 0.929}",0.698,chargers:car,0.06,12,0.1473,True,1,3
PRD00110,SKU-CHA-00110,Flux Wireless-Pad Chargers FL354,chargers,wireless-pad,Flux,FL354,pcs,370.0,319.21,271.33,238.24,SUP001,SUP021|SUP026,0.2537,0.139,0.421,growth,2022-09-16,,0.9688,"{1: 0.941, 2: 1.083, 3: 1.051, 4: 1.032, 5: 1.03, 6: 1.081, 7: 1.086, 8: 1.019, 9: 1.18, 10: 1.167, 11: 1.277, 12: 1.029}",0.227,chargers:wireless-pad,0.0389,6,0.0911,True,1,3
PRD00111,SKU-CHA-00111,Corvex Wall Chargers CO844,chargers,wall,Corvex,CO844,pcs,550.0,490.25,416.71,381.51,SUP001,SUP026|SUP021,0.2218,0.704,0.155,growth,2025-02-11,,3.6115,"{1: 0.938, 2: 0.991, 3: 1.086, 4: 1.012, 5: 0.978, 6: 1.096, 7: 0.993, 8: 0.987, 9: 1.179, 10: 1.155, 11: 1.158, 12: 1.038}",0.175,chargers:wall,0.0535,12,0.3918,True,1,3
