transaction_id,invoice_number,business_id,transaction_timestamp,transaction_date,transaction_time,financial_year,month,quarter,week,day_of_week,customer_id,customer_type,customer_location,product_id,sku,product_name,category,brand,quantity,unit,mrp,selling_price_per_unit,gross_item_value,discount_type,discount_percentage,discount_amount,taxable_value,gst_rate,cgst,sgst,igst,total_tax,subtotal,total_discount,taxable_amount,invoice_total_tax,invoice_total,payment_method,payment_status,amount_paid,amount_outstanding,payment_date,expected_payment_date,actual_payment_date,days_to_payment,overdue_days,unit_purchase_cost_ref,is_returned,return_date
TXN00001335,INV-202502-000614,BIZ0001,2025-02-01T19:58:41,2025-02-01,19:58:41,FY2024-25,2,1,5,Saturday,CUS000229,retail,Dombivli,PRD00162,SKU-PRI-00162,Drift Inkjet Printers DR670,printers,Drift,1,pcs,5860.0,5077.34,5077.34,none,0.0,0.0,5077.34,18.0,456.96,456.96,0.0,913.92,12852.99,107.22,12745.77,2294.22,15039.99,UPI,paid,5991.26,0.0,2025-02-01,2025-02-01,2025-02-01,0.0,0,4365.905670059747,False,
TXN00001336,INV-202502-000614,BIZ0001,2025-02-01T19:58:41,2025-02-01,19:58:41,FY2024-25,2,1,5,Saturday,CUS000229,retail,Dombivli,PRD00021,SKU-TAB-00021,Circuitry Education Tablets CI347,tablets,Circuitry,1,pcs,9070.0,7005.93,7005.93,none,0.0,0.0,7005.93,18.0,630.53,630.53,0.0,1261.06,12852.99,107.22,12745.77,2294.22,15039.99,UPI,paid,8266.99,0.0,2025-02-01,2025-02-01,2025-02-01,0.0,0,6497.908030468472,False,
TXN00001337,INV-202507-000615,BIZ0001,2025-07-22T19:35:09,2025-07-22,19:35:09,FY2025-26,7,3,30,Tuesday,CUS000843,small_business,Jogeshwari,PRD00083,SKU-KEY-00083,Zenith Mechanical Keyboards ZE993,keyboards,Zenith,1,pcs,2630.0,2008.71,2008.71,negotiated,6.63,133.18,1875.53,18.0,168.8,168.8,0.0,337.6,25192.54,3457.74,21734.8,3912.26,25647.06,UPI,paid,2213.13,0.0,2025-07-22,2025-07-22,2025-07-22,0.0,0,1693.1026501822412,False,
TXN00001338,INV-202507-000615,BIZ0001,2025-07-22T19:35:09,2025-07-22,19:35:09,FY2025-26,7,3,30,Tuesday,CUS000843,small_business,Jogeshwari,PRD00017,SKU-LAP-00017,Ridgeline Ultrabook Laptops RI307,laptops,Ridgeline,1,pcs,23290.0,23183.83,23183.83,negotiated,14.34,3324.56,19859.27,18.0,1787.33,1787.33,0.0,3574.66,25192.54,3457.74,21734.8,3912.26,25647.06,UPI,paid,23433.93,0.0,2025-07-22,2025-07-22,2025-07-22,0.0,0,20518.107736674603,False,
TXN00001339,INV-202603-000616,BIZ0001,2026-03-29T19:04:19,2026-03-29,19:04:19,FY2025-26,3,1,13,Sunday,CUS000897,retail,Borivali,PRD00014,SKU-FEA-00014,Lumo Dual-Sim Feature Phones LU893,feature_phones,Lumo,1,pcs,1090.0,941.35,941.35,none,0.0,0.0,941.35,18.0,84.72,84.72,0.0,169.44,9373.92,378.07,8995.85,1619.24,10615.09,cash,paid,1110.79,0.0,2026-03-29,2026-03-29,2026-03-29,0.0,0,818.3310203859446,False,
TXN00001340,INV-202603-000616,BIZ0001,2026-03-29T19:04:19,2026-03-29,19:04:19,FY2025-26,3,1,13,Sunday,CUS000897,retail,Borivali,PRD00021,SKU-TAB-00021,Circuitry Education Tablets CI347,tablets,Circuitry,1,pcs,9070.0,7413.09,7413.09,promotional,5.1,378.07,7035.02,18.0,633.15,633.15,0.0,1266.3,9373.92,378.07,8995.85,1619.24,10615.09,cash,paid,8301.32,0.0,2026-03-29,2026-03-29,2026-03-29,0.0,0,6800.535244569258,False,
TXN00001341,INV-202603-000616,BIZ0001,2026-03-29T19:04:19,2026-03-29,19:04:19,FY2025-26,3,1,13,Sunday,CUS000897,retail,Borivali,PRD00143,SKU-SMA-00143,Blitzo Fitness Smartwatches BL173,smartwatches,Blitzo,1,pcs,1270.0,1019.48,1019.48,none,0.0,0.0,1019.48,18.0,91.75,91.75,0.0,183.5,9373.92,378.07,8995.85,1619.24,10615.09,cash,paid,1202.98,0.0,2026-03-29,2026-03-29,2026-03-29,0.0,0,876.89318963409,False,
TXN00001342,INV-202411-000617,BIZ0001,2024-11-10T15:07:51,2024-11-10,15:07:51,FY2024-25,11,4,45,Sunday,CUS000278,small_business,Indore,PRD00012,SKU-FEA-00012,Mistral Dual-Sim Feature Phones MI257,feature_phones,Mistral,2,pcs,1200.0,1181.84,2363.68,promotional,8.18,193.35,2170.33,18.0,0.0,0.0,390.66,390.66,7001.46,281.28,6720.18,1209.63,7929.81,credit,paid,2560.99,0.0,2025-02-13,2024-12-25,2025-02-13,95.0,50,1056.2406437281493,False,
TXN00001343,INV-202411-000617,BIZ0001,2024-11-10T15:07:51,2024-11-10,15:07:51,FY2024-25,11,4,45,Sunday,CUS000278,small_business,Indore,PRD00012,SKU-FEA-00012,Mistral Dual-Sim Feature Phones MI257,feature_phones,Mistral,2,pcs,1200.0,1181.84,2363.68,promotional,3.72,87.93,2275.75,18.0,0.0,0.0,409.63,409.63,7001.46,281.28,6720.18,1209.63,7929.81,credit,paid,2685.38,0.0,2025-02-13,2024-12-25,2025-02-13,95.0,50,1056.2406437281493,False,
TXN00001344,INV-202411-000617,BIZ0001,2024-11-10T15:07:51,2024-11-10,15:07:51,FY2024-25,11,4,45,Sunday,CUS000278,small_business,Indore,PRD00107,SKU-POW-00107,Pulsar Compact Power Banks PU409,power_banks,Pulsar,1,pcs,2620.0,2274.1,2274.1,none,0.0,0.0,2274.1,18.0,0.0,0.0,409.34,409.34,7001.46,281.28,6720.18,1209.63,7929.81,credit,paid,2683.44,0.0,2025-02-13,2024-12-25,2025-02-13,95.0,50,1787.8839333151693,False,
TXN00001345,INV-202412-000618,BIZ0001,2024-12-30T18:13:54,2024-12-30,18:13:54,FY2024-25,12,4,1,Monday,CUS000465,retail,Kandivali,PRD00095,SKU-ROU-00095,Zolt Enterprise Routers ZO712,routers,Zolt,1,pcs,1040.0,779.68,779.68,small,4.72,36.8,742.88,18.0,66.86,66.86,0.0,133.72,779.68,36.8,742.88,133.72,876.6,UPI,paid,876.6,0.0,2024-12-30,2024-12-30,2024-12-30,0.0,0,675.0145840795975,False,
TXN00001346,INV-202501-000619,BIZ0001,2025-01-04T15:40:49,2025-01-04,15:40:49,FY2024-25,1,1,1,Saturday,CUS000319,small_business,Dombivli,PRD00062,SKU-SPE-00062,Torque Party Speakers TO969,speakers,Torque,1,pcs,3880.0,3535.06,3535.06,promotional,4.05,143.17,3391.89,18.0,305.27,305.27,0.0,610.54,3535.06,143.17,3391.89,610.54,4002.43,credit,paid,4002.43,0.0,2025-03-01,2025-02-03,2025-03-01,56.0,26,2850.0935226619763,False,
TXN00001347,INV-202501-000620,BIZ0001,2025-01-01T17:31:50,2025-01-01,17:31:50,FY2024-25,1,1,1,Wednesday,CUS000171,small_business,Nashik,PRD00113,SKU-CHA-00113,Corvex Wall Chargers CO836,chargers,Corvex,21,pcs,1570.0,1507.76,31663.03,negotiated,9.67,3061.82,28601.21,18.0,2574.11,2574.11,0.0,5148.22,57830.36,3528.24,54302.12,8541.52,62843.64,credit,paid,33749.43,0.0,2025-03-03,2025-01-31,2025-03-03,61.0,31,1000.4190905774032,False,
TXN00001348,INV-202501-000620,BIZ0001,2025-01-01T17:31:50,2025-01-01,17:31:50,FY2024-25,1,1,1,Wednesday,CUS000171,small_business,Nashik,PRD00127,SKU-CAB-00127,Mistral Usb-C Cables MI462,cables,Mistral,15,pcs,1310.0,1203.09,18046.32,none,0.0,0.0,18046.32,12.0,1082.78,1082.78,0.0,2165.56,57830.36,3528.24,54302.12,8541.52,62843.64,credit,paid,20211.88,0.0,2025-03-03,2025-01-31,2025-03-03,61.0,31,788.0191068965139,False,
TXN00001349,INV-202501-000620,BIZ0001,2025-01-01T17:31:50,2025-01-01,17:31:50,FY2024-25,1,1,1,Wednesday,CUS000171,small_business,Nashik,PRD00170,SKU-STO-00170,Orbex Memory-Card Storage Devices OR597,storage_devices,Orbex,2,pcs,1420.0,1250.75,2501.51,none,0.0,0.0,2501.51,12.0,150.09,150.09,0.0,300.18,57830.36,3528.24,54302.12,8541.52,62843.64,credit,paid,2801.69,0.0,2025-03-03,2025-01-31,2025-03-03,61.0,31,1132.5223156261382,False,
TXN00001350,INV-202501-000620,BIZ0001,2025-01-01T17:31:50,2025-01-01,17:31:50,FY2024-25,1,1,1,Wednesday,CUS000171,small_business,Nashik,PRD00152,SKU-WEB-00152,Zenith Hd Webcams ZE455,webcams,Zenith,6,pcs,1120.0,936.58,5619.5,promotional,8.3,466.42,5153.08,18.0,463.78,463.78,0.0,927.56,57830.36,3528.24,54302.12,8541.52,62843.64,credit,paid,6080.64,0.0,2025-03-03,2025-01-31,2025-03-03,61.0,31,755.2909349288278,False,
TXN00001351,INV-202512-000621,BIZ0001,2025-12-27T11:12:49,2025-12-27,11:12:49,FY2025-26,12,4,52,Saturday,CUS000331,retail,Malad,PRD00037,SKU-HEA-00037,Kyra Wired Headphones KY965,headphones,Kyra,1,pcs,8610.0,6662.25,6662.25,promotional,13.13,874.75,5787.5,18.0,520.88,520.88,0.0,1041.76,47682.7,2105.36,45577.34,8203.94,53781.28,UPI,paid,6829.26,0.0,2025-12-27,2025-12-27,2025-12-27,0.0,0,4912.434832899017,False,
TXN00001352,INV-202512-000621,BIZ0001,2025-12-27T11:12:49,2025-12-27,11:12:49,FY2025-26,12,4,52,Saturday,CUS000331,retail,Malad,PRD00030,SKU-TEL-00030,Orbex Led Televisions OR726,televisions,Orbex,1,pcs,52520.0,41020.45,41020.45,promotional,3.0,1230.61,39789.84,18.0,3581.09,3581.09,0.0,7162.18,47682.7,2105.36,45577.34,8203.94,53781.28,UPI,paid,46952.02,0.0,2025-12-27,2025-12-27,2025-12-27,0.0,0,36194.99262662664,False,
TXN00001353,INV-202511-000622,BIZ0001,2025-11-02T10:59:59,2025-11-02,10:59:59,FY2025-26,11,4,44,Sunday,CUS000938,small_business,Jogeshwari,PRD00164,SKU-UPS-00164,Torque Line-Interactive Ups Devices TO828,ups_devices,Torque,1,pcs,12520.0,9679.75,9679.75,negotiated,12.22,1182.87,8496.88,18.0,764.72,764.72,0.0,1529.44,16380.06,1476.77,14903.29,2682.58,17585.87,bank_transfer,paid,10026.32,0.0,2025-11-03,2025-11-02,2025-11-03,1.0,0,8864.761720247061,False,
TXN00001354,INV-202511-000622,BIZ0001,2025-11-02T10:59:59,2025-11-02,10:59:59,FY2025-26,11,4,44,Sunday,CUS000938,small_business,Jogeshwari,PRD00062,SKU-SPE-00062,Torque Party Speakers TO969,speakers,Torque,1,pcs,3880.0,3622.85,3622.85,small,2.85,103.25,3519.6,18.0,316.76,316.76,0.0,633.52,16380.06,1476.77,14903.29,2682.58,17585.87,bank_transfer,paid,4153.12,0.0,2025-11-03,2025-11-02,2025-11-03,1.0,0,2904.8175668296017,False,
TXN00001355,INV-202511-000622,BIZ0001,2025-11-02T10:59:59,2025-11-02,10:59:59,FY2025-26,11,4,44,Sunday,CUS000938,small_business,Jogeshwari,PRD00113,SKU-CHA-00113,Corvex Wall Chargers CO836,chargers,Corvex,1,pcs,1570.0,1538.73,1538.73,promotional,6.23,95.86,1442.87,18.0,129.86,129.86,0.0,259.72,16380.06,1476.77,14903.29,2682.58,17585.87,bank_transfer,paid,1702.59,0.0,2025-11-03,2025-11-02,2025-11-03,1.0,0,1036.3231547847956,False,
TXN00001356,INV-202511-000622,BIZ0001,2025-11-02T10:59:59,2025-11-02,10:59:59,FY2025-26,11,4,44,Sunday,CUS000938,small_business,Jogeshwari,PRD00113,SKU-CHA-00113,Corvex Wall Chargers CO836,chargers,Corvex,1,pcs,1570.0,1538.73,1538.73,negotiated,6.16,94.79,1443.94,18.0,129.95,129.95,0.0,259.9,16380.06,1476.77,14903.29,2682.58,17585.87,bank_transfer,paid,1703.84,0.0,2025-11-03,2025-11-02,2025-11-03,1.0,0,1036.3231547847956,True,2025-11-04
TXN00001357,INV-202509-000623,BIZ0001,2025-09-07T19:40:53,2025-09-07,19:40:53,FY2025-26,9,3,36,Sunday,CUS000389,corporate,Ghatkopar,PRD00111,SKU-CHA-00111,Corvex Wall Chargers CO844,chargers,Corvex,6,pcs,550.0,505.59,3033.53,small,1.14,34.58,2998.95,18.0,269.91,269.91,0.0,539.82,3033.53,34.58,2998.95,539.82,3538.77,bank_transfer,paid,3538.77,0.0,2025-09-07,2025-09-07,2025-09-07,0.0,0,404.32688496672654,False,
TXN00001358,INV-202602-000624,BIZ0001,2026-02-24T18:59:58,2026-02-24,18:59:58,FY2025-26,2,1,9,Tuesday,CUS000279,small_business,Bandra West,PRD00100,SKU-ROU-00100,Ionix Mesh Routers IO526,routers,Ionix,1,pcs,2500.0,2451.57,2451.57,negotiated,13.78,337.83,2113.74,18.0,190.24,190.24,0.0,380.48,2451.57,337.83,2113.74,380.48,2494.22,bank_transfer,paid,2494.22,0.0,2026-02-25,2026-02-24,2026-02-25,1.0,0,2150.7472004590577,False,
TXN00001359,INV-202510-000625,BIZ0001,2025-10-26T15:00:28,2025-10-26,15:00:28,FY2025-26,10,4,43,Sunday,CUS000659,small_business,Chembur,PRD00101,SKU-ROU-00101,Novak Home Routers NO730,routers,Novak,2,pcs,3860.0,2990.84,5981.67,promotional,5.49,328.39,5653.28,18.0,508.8,508.8,0.0,1017.6,23580.05,2799.2,20780.85,3740.56,24521.41,cash,paid,6670.88,0.0,2025-10-26,2025-10-26,2025-10-26,0.0,0,2515.5487666061313,False,
TXN00001360,INV-202510-000625,BIZ0001,2025-10-26T15:00:28,2025-10-26,15:00:28,FY2025-26,10,4,43,Sunday,CUS000659,small_business,Chembur,PRD00006,SKU-SMA-00006,Griplex Flagship Smartphones GR315,smartphones,Griplex,1,pcs,21180.0,17598.38,17598.38,negotiated,14.04,2470.81,15127.57,18.0,1361.48,1361.48,0.0,2722.96,23580.05,2799.2,20780.85,3740.56,24521.41,cash,paid,17850.53,0.0,2025-10-26,2025-10-26,2025-10-26,0.0,0,17225.416047823775,False,
TXN00001361,INV-202602-000626,BIZ0001,2026-02-19T18:18:41,2026-02-19,18:18:41,FY2025-26,2,1,8,Thursday,CUS000930,small_business,Malad,PRD00160,SKU-PRI-00160,Griplex Laser Printers GR454,printers,Griplex,1,pcs,19820.0,15422.83,15422.83,negotiated,13.54,2088.25,13334.58,18.0,1200.11,1200.11,0.0,2400.22,15422.83,2088.25,13334.58,2400.22,15734.8,credit,paid,15734.8,0.0,2026-05-07,2026-04-05,2026-05-07,77.0,32,14641.361402913546,False,
TXN00001362,INV-202505-000627,BIZ0001,2025-05-03T10:35:32,2025-05-03,10:35:32,FY2025-26,5,2,18,Saturday,CUS000708,retail,Dombivli,PRD00087,SKU-MIC-00087,Ionix Wired Mice IO857,mice,Ionix,1,pcs,5520.0,5211.88,5211.88,none,0.0,0.0,5211.88,18.0,469.07,469.07,0.0,938.14,5211.88,0.0,5211.88,938.14,6150.02,UPI,paid,6150.02,0.0,2025-05-03,2025-05-03,2025-05-03,0.0,0,3827.5381921789867,False,
TXN00001363,INV-202409-000628,BIZ0001,2024-09-20T17:53:49,2024-09-20,17:53:49,FY2024-25,9,3,38,Friday,CUS000742,retail,Ghatkopar,PRD00073,SKU-KEY-00073,Bravado Membrane Keyboards BR463,keyboards,Bravado,1,pcs,2180.0,1968.73,1968.73,clearance,15.54,305.94,1662.79,18.0,149.65,149.65,0.0,299.3,1968.73,305.94,1662.79,299.3,1962.09,credit_card,paid,1962.09,0.0,2024-09-20,2024-09-20,2024-09-20,0.0,0,1502.1089407131863,False,
TXN00001364,INV-202411-000629,BIZ0001,2024-11-01T11:43:14,2024-11-01,11:43:14,FY2024-25,11,4,44,Friday,CUS000916,retail,Borivali,PRD00113,SKU-CHA-00113,Corvex Wall Chargers CO836,chargers,Corvex,3,pcs,1570.0,1502.41,4507.22,small,0.71,32.0,4475.22,18.0,402.77,402.77,0.0,805.54,4507.22,32.0,4475.22,805.54,5280.76,cash,paid,5280.76,0.0,2024-11-01,2024-11-01,2024-11-01,0.0,0,982.8065472474743,False,
TXN00001365,INV-202506-000630,BIZ0001,2025-06-22T16:52:50,2025-06-22,16:52:50,FY2025-26,6,2,25,Sunday,CUS000293,small_business,Nashik,PRD00065,SKU-SPE-00065,Torque Portable Speakers TO140,speakers,Torque,1,pcs,12520.0,12257.94,12257.94,promotional,12.4,1519.98,10737.96,18.0,966.42,966.42,0.0,1932.84,15901.09,1731.58,14169.51,2448.02,16617.53,UPI,paid,12670.8,0.0,2025-06-22,2025-06-22,2025-06-22,0.0,0,10235.84502889071,False,
TXN00001366,INV-202506-000630,BIZ0001,2025-06-22T16:52:50,2025-06-22,16:52:50,FY2025-26,6,2,25,Sunday,CUS000293,small_business,Nashik,PRD00041,SKU-HEA-00041,Kyra Wired Headphones KY458,headphones,Kyra,1,pcs,1990.0,1774.71,1774.71,small,2.9,51.47,1723.24,18.0,155.09,155.09,0.0,310.18,15901.09,1731.58,14169.51,2448.02,16617.53,UPI,paid,2033.42,0.0,2025-06-22,2025-06-22,2025-06-22,0.0,0,1373.8433345053481,False,
TXN00001367,INV-202506-000630,BIZ0001,2025-06-22T16:52:50,2025-06-22,16:52:50,FY2025-26,6,2,25,Sunday,CUS000293,small_business,Nashik,PRD00169,SKU-STO-00169,Orbex Pendrive Storage Devices OR985,storage_devices,Orbex,1,pcs,2400.0,1868.44,1868.44,promotional,8.57,160.13,1708.31,12.0,102.5,102.5,0.0,205.0,15901.09,1731.58,14169.51,2448.02,16617.53,UPI,paid,1913.31,0.0,2025-06-22,2025-06-22,2025-06-22,0.0,0,1559.6069868954662,False,
TXN00001368,INV-202512-000631,BIZ0001,2025-12-02T19:23:09,2025-12-02,19:23:09,FY2025-26,12,4,49,Tuesday,CUS000886,retail,Pune,PRD00021,SKU-TAB-00021,Circuitry Education Tablets CI347,tablets,Circuitry,1,pcs,9070.0,7168.13,7168.13,none,0.0,0.0,7168.13,18.0,645.13,645.13,0.0,1290.26,7168.13,0.0,7168.13,1290.26,8458.39,cash,paid,8458.39,0.0,2025-12-02,2025-12-02,2025-12-02,0.0,0,6641.343496228715,False,
TXN00001369,INV-202407-000632,BIZ0001,2024-07-05T12:55:40,2024-07-05,12:55:40,FY2024-25,7,3,27,Friday,CUS000427,retail,Powai,PRD00162,SKU-PRI-00162,Drift Inkjet Printers DR670,printers,Drift,1,pcs,5860.0,4950.39,4950.39,none,0.0,0.0,4950.39,18.0,445.54,445.54,0.0,891.08,4950.39,0.0,4950.39,891.08,5841.47,cash,paid,5841.47,0.0,2024-07-05,2024-07-05,2024-07-05,0.0,0,4236.457309517312,False,
TXN00001370,INV-202407-000633,BIZ0001,2024-07-28T15:06:13,2024-07-28,15:06:13,FY2024-25,7,3,30,Sunday,CUS000797,small_business,Mulund,PRD00167,SKU-UPS-00167,Novak Line-Interactive Ups Devices NO704,ups_devices,Novak,4,pcs,4670.0,4352.19,17408.77,clearance,30.23,5262.67,12146.1,18.0,1093.15,1093.15,0.0,2186.3,24925.38,5488.17,19437.21,3498.7,22935.91,bank_transfer,paid,14332.4,0.0,2024-07-29,2024-07-28,2024-07-29,1.0,0,3960.6966355887334,False,
TXN00001371,INV-202407-000633,BIZ0001,2024-07-28T15:06:13,2024-07-28,15:06:13,FY2024-25,7,3,30,Sunday,CUS000797,small_business,Mulund,PRD00109,SKU-CHA-00109,Corvex Car Chargers CO700,chargers,Corvex,6,pcs,1660.0,1252.77,7516.61,promotional,3.0,225.5,7291.11,18.0,656.2,656.2,0.0,1312.4,24925.38,5488.17,19437.21,3498.7,22935.91,bank_transfer,paid,8603.51,0.0,2024-07-29,2024-07-28,2024-07-29,1.0,0,894.3753797449225,False,
TXN00001372,INV-202506-000634,BIZ0001,2025-06-26T19:55:39,2025-06-26,19:55:39,FY2025-26,6,2,26,Thursday,CUS000666,retail,Bandra West,PRD00139,SKU-SMA-00139,Bravado Fitness Smartwatches BR149,smartwatches,Bravado,1,pcs,6280.0,6161.92,6161.92,none,0.0,0.0,6161.92,18.0,554.57,554.57,0.0,1109.14,32529.07,0.0,32529.07,5855.22,38384.29,UPI,paid,7271.06,0.0,2025-06-26,2025-06-26,2025-06-26,0.0,0,5336.725513421202,False,
TXN00001373,INV-202506-000634,BIZ0001,2025-06-26T19:55:39,2025-06-26,19:55:39,FY2025-26,6,2,26,Thursday,CUS000666,retail,Bandra West,PRD00023,SKU-MON-00023,Uplink Gaming Monitors UP947,monitors,Uplink,1,pcs,26900.0,26367.15,26367.15,none,0.0,0.0,26367.15,18.0,2373.04,2373.04,0.0,4746.08,32529.07,0.0,32529.07,5855.22,38384.29,UPI,paid,31113.23,0.0,2025-06-26,2025-06-26,2025-06-26,0.0,0,23030.60526851345,False,
TXN00001374,INV-202603-000635,BIZ0001,2026-03-09T17:37:42,2026-03-09,17:37:42,FY2025-26,3,1,11,Monday,CUS000193,small_business,Chembur,PRD00057,SKU-EAR-00057,Lumo Tws Earbuds LU130,earbuds,Lumo,5,pcs,930.0,749.97,3749.85,negotiated,13.24,496.48,3253.37,18.0,292.8,292.8,0.0,585.6,6399.13,496.48,5902.65,1062.48,6965.13,credit,paid,3838.97,0.0,2026-04-23,2026-04-23,2026-04-23,45.0,0,630.9165646041573,False,
TXN00001375,INV-202603-000635,BIZ0001,2026-03-09T17:37:42,2026-03-09,17:37:42,FY2025-26,3,1,11,Monday,CUS000193,small_business,Chembur,PRD00109,SKU-CHA-00109,Corvex Car Chargers CO700,chargers,Corvex,2,pcs,1660.0,1324.64,2649.28,none,0.0,0.0,2649.28,18.0,238.44,238.44,0.0,476.88,6399.13,496.48,5902.65,1062.48,6965.13,credit,paid,3126.16,0.0,2026-04-23,2026-04-23,2026-04-23,45.0,0,958.2306646590594,False,
TXN00001376,INV-202408-000636,BIZ0001,2024-08-01T18:49:20,2024-08-01,18:49:20,FY2024-25,8,3,31,Thursday,CUS000835,retail,Dombivli,PRD00062,SKU-SPE-00062,Torque Party Speakers TO969,speakers,Torque,1,pcs,3880.0,3554.59,3554.59,clearance,23.48,834.62,2719.97,18.0,244.8,244.8,0.0,489.6,4246.68,834.62,3412.06,614.18,4026.24,UPI,paid,3209.57,0.0,2024-08-01,2024-08-01,2024-08-01,0.0,0,2785.701344849462,False,
TXN00001377,INV-202408-000636,BIZ0001,2024-08-01T18:49:20,2024-08-01,18:49:20,FY2024-25,8,3,31,Thursday,CUS000835,retail,Dombivli,PRD00096,SKU-ROU-00096,Griplex Home Routers GR115,routers,Griplex,1,pcs,920.0,692.09,692.09,none,0.0,0.0,692.09,18.0,62.29,62.29,0.0,124.58,4246.68,834.62,3412.06,614.18,4026.24,UPI,paid,816.67,0.0,2024-08-01,2024-08-01,2024-08-01,0.0,0,606.2044320616809,False,
TXN00001378,INV-202508-000637,BIZ0001,2025-08-30T10:47:21,2025-08-30,10:47:21,FY2025-26,8,3,35,Saturday,CUS000574,corporate,Khar,PRD00102,SKU-POW-00102,Pulsar Compact Power Banks PU283,power_banks,Pulsar,8,pcs,2470.0,1920.12,15361.0,clearance,10.0,1536.1,13824.9,18.0,1244.24,1244.24,0.0,2488.48,43660.63,3193.4,40467.23,7284.1,47751.33,cash,paid,16313.38,0.0,2025-08-30,2025-08-30,2025-08-30,0.0,0,1635.687363253217,False,
TXN00001379,INV-202508-000637,BIZ0001,2025-08-30T10:47:21,2025-08-30,10:47:21,FY2025-26,8,3,35,Saturday,CUS000574,corporate,Khar,PRD00136,SKU-SMA-00136,Blitzo Fitness Smartwatches BL624,smartwatches,Blitzo,1,pcs,22810.0,18702.56,18702.56,negotiated,5.2,972.53,17730.03,18.0,1595.7,1595.7,0.0,3191.4,43660.63,3193.4,40467.23,7284.1,47751.33,cash,paid,20921.43,0.0,2025-08-30,2025-08-30,2025-08-30,0.0,0,14532.020108830911,False,
TXN00001380,INV-202508-000637,BIZ0001,2025-08-30T10:47:21,2025-08-30,10:47:21,FY2025-26,8,3,35,Saturday,CUS000574,corporate,Khar,PRD00085,SKU-MIC-00085,Delta Wave Gaming Mice DE387,mice,Delta Wave,4,pcs,510.0,387.74,1550.96,small,0.85,13.18,1537.78,18.0,138.4,138.4,0.0,276.8,43660.63,3193.4,40467.23,7284.1,47751.33,cash,paid,1814.58,0.0,2025-08-30,2025-08-30,2025-08-30,0.0,0,299.3294472994852,False,
TXN00001381,INV-202508-000637,BIZ0001,2025-08-30T10:47:21,2025-08-30,10:47:21,FY2025-26,8,3,35,Saturday,CUS000574,corporate,Khar,PRD00158,SKU-WEB-00158,Zenith 4K Webcams ZE392,webcams,Zenith,1,pcs,1630.0,1625.49,1625.49,promotional,8.57,139.3,1486.19,18.0,133.76,133.76,0.0,267.52,43660.63,3193.4,40467.23,7284.1,47751.33,cash,paid,1753.71,0.0,2025-08-30,2025-08-30,2025-08-30,0.0,0,1321.4985728733868,False,
TXN00001382,INV-202508-000637,BIZ0001,2025-08-30T10:47:21,2025-08-30,10:47:21,FY2025-26,8,3,35,Saturday,CUS000574,corporate,Khar,PRD00100,SKU-ROU-00100,Ionix Mesh Routers IO526,routers,Ionix,1,pcs,2500.0,2389.25,2389.25,negotiated,9.86,235.58,2153.67,18.0,193.83,193.83,0.0,387.66,43660.63,3193.4,40467.23,7284.1,47751.33,cash,paid,2541.33,0.0,2025-08-30,2025-08-30,2025-08-30,0.0,0,2093.3076820451424,False,
TXN00001383,INV-202508-000637,BIZ0001,2025-08-30T10:47:21,2025-08-30,10:47:21,FY2025-26,8,3,35,Saturday,CUS000574,corporate,Khar,PRD00073,SKU-KEY-00073,Bravado Membrane Keyboards BR463,keyboards,Bravado,2,pcs,2180.0,2015.68,4031.37,negotiated,7.36,296.71,3734.66,18.0,336.12,336.12,0.0,672.24,43660.63,3193.4,40467.23,7284.1,47751.33,cash,paid,4406.9,0.0,2025-08-30,2025-08-30,2025-08-30,0.0,0,1528.5118820848172,False,
TXN00001384,INV-202503-000638,BIZ0001,2025-03-07T20:50:59,2025-03-07,20:50:59,FY2024-25,3,1,10,Friday,CUS000678,retail,Andheri West,PRD00021,SKU-TAB-00021,Circuitry Education Tablets CI347,tablets,Circuitry,1,pcs,9070.0,6983.03,6983.03,none,0.0,0.0,6983.03,18.0,628.47,628.47,0.0,1256.94,6983.03,0.0,6983.03,1256.94,8239.97,UPI,paid,8239.97,0.0,2025-03-07,2025-03-07,2025-03-07,0.0,0,6295.475522403122,False,
TXN00001385,INV-202410-000639,BIZ0001,2024-10-11T18:34:21,2024-10-11,18:34:21,FY2024-25,10,4,41,Friday,CUS000610,small_business,Goregaon,PRD00013,SKU-FEA-00013,Lumo Dual-Sim Feature Phones LU645,feature_phones,Lumo,1,pcs,3200.0,2410.89,2410.89,negotiated,10.73,258.69,2152.2,18.0,193.7,193.7,0.0,387.4,2770.64,305.28,2465.36,443.76,2909.12,credit,paid,2539.6,0.0,2024-11-16,2024-11-10,2024-11-16,36.0,6,2111.6503898233946,False,
TXN00001386,INV-202410-000639,BIZ0001,2024-10-11T18:34:21,2024-10-11,18:34:21,FY2024-25,10,4,41,Friday,CUS000610,small_business,Goregaon,PRD00115,SKU-CHA-00115,Flux Wall Chargers FL982,chargers,Flux,1,pcs,390.0,359.75,359.75,negotiated,12.95,46.59,313.16,18.0,28.18,28.18,0.0,56.36,2770.64,305.28,2465.36,443.76,2909.12,credit,paid,369.52,0.0,2024-11-16,2024-11-10,2024-11-16,36.0,6,283.43695958166364,False,
